"colonia","calle","No.Casa","C.P.","Ciudad"
"LAGOS D OTE ZONA TET","LICURGO",336,44770,"Guadalajara"
"EL CENTRO","JUAREZ",400,44100,"Guadalajara"
"REAL DE VALDEPE?S","CALLE G 1470 TO",1470,45130,"zapopan"
"OBREROS D L CONSTRUC","ABEDUL",274,44900,"Guadalajara"
"FRACC LOS PINOS","AV  COMPOSITORE",3850,45120,"zapopan"
"LOMAS DE MIRAMAR","URANIO",31,45060,"zapopan"
"LA HACIENDITA","SAN MARTIN",2341,45230,"zapopan"
"EL MANANTIAL S REFOR","AVDE LA PATRIA",202,44470,"Guadalajara"
"LA MOJONERA","DE BARAJAS",425,45134,"zapopan"
"COLINAS D LA PRIMAVE","CASCADA",147,45066,"zapopan"
"LA VENTA DEL ASTILLE","JILGEROS",33,45221,"zapopan"
"LADRON DE GUEVARA","AVENIDA AMERICA",620,44600,"Guadalajara"
"VIGIA I","DEL CORRAL",604,45140,"zapopan"
"EL ARENAL","PROLONGACION SA",43,45350,"zapopan"
"TALPITA","SANTO TOMAS",1786,44719,"Guadalajara"
"MIGUEL HIDALGO","15 DE SEPTIEMBR",3017,45186,"zapopan"
"FRACC HACIENDA LAS PALOMAS","CALLE DEL AGUA",365,45200,"zapopan"
"EL HUMEDO","RIO ACAPONETA",2,45200,"zapopan"
"PASEOS DEL SOL","TOMAS BALCAZAR",5404,45079,"zapopan"
"VILLA FONTANA DIAMANTE","ARENISCA",1896,45200,"zapopan"
"UNIDAD JARDINES SEAT","JARDINES DE LOS",1233,45180,"zapopan"
"MESA COLORADA PTE","ANAHUAC",52,45189,"zapopan"
"INDEPENDENCIA","ROGELIO BACON",2280,44290,"Guadalajara"
"TIERRA RESIDENCIAL","SAN MATEO",2010,45200,"zapopan"
"BALCONES DE OBLATOS","ROSA RODRIGUEZ",3876,44720,"Guadalajara"
"LOMAS DEL REFUGIO","AGUA PRIETA",111,45186,"zapopan"
"REAL DE VALDEPE?S","RINCONADA DEL C",1327,45130,"zapopan"
"HERMOSA PROVIN ZO TE","TELEFONISTAS",3331,44770,"Guadalajara"
"U H ATLAS","RIO VOLGA",1386,44870,"Guadalajara"
"PARQUE REVOLUCION","AV MIGUEL HIDAL",469,44100,"Guadalajara"
"TRANSITO","AV CIRCUNVALANC",479,44298,"Guadalajara"
"FRACC PALERMO","MARINA",204,45200,"zapopan"
"SAN RAFAEL","CARLOS GONZALEZ",280,44810,"Guadalajara"
"JARDINES DE LOS POET","JOSE FERNANDEZ",3365,44820,"Guadalajara"
"VICENTE GUERRERO","C CEDROS",15,45134,"zapopan"
"VILLAS SAN IGNACIO","PRIV LUIS G MON",337,45180,"zapopan"
"VALLE REAL","PASEO SAN ARTUR",685,45019,"zapopan"
"RESIDENCIAL TESISTAN","PARQUE MEXICANO",150,45200,"zapopan"
"RINCONADA DE HUENTITAN","JOSE MARIA CANA",5128,44250,"Guadalajara"
"HELIODORO HERNANDEZ","CELIA PACHECO",3713,44720,"Guadalajara"
"JARDINES  DEL BOSQUE","PLACERES",806,44520,"zapopan"
"MIRAVALLE II","HERMENEGILDO BU",4308,44990,"Guadalajara"
"HELIODORO HERNANDEZ","MIGUEL SANCHEZ",3789,44720,"Guadalajara"
"ARTESANOS","INDEPENDENCIA",919,44200,"Guadalajara"
"HUENTITAN EL BAJO","VOLCAN VIRGEN",182,44250,"Guadalajara"
"MEZQUITAN COUNTRY","DIAGONAL NAJERA",1876,44260,"Guadalajara"
"FRACC CUSPIDE","SAN MATEO 1155",27,45200,"zapopan"
"LOMAS DE MIRAMAR","PUERTO TAMPICO",80,45060,"zapopan"
"RESIDENC LA ESTANCIA","WOLFANG AMADEUS",5552,45030,"zapopan"
"TETLAN","AURELIA GUEVARA",3518,44820,"Guadalajara"
"HERMOSA PROVIN ZO TE","ARQUIMIDES",630,44770,"Guadalajara"
"DEL FRESNO","CIPRES",1738,44900,"Guadalajara"
"CONDOMINIO MALAGA","AV CENTRAL",1351,45117,"zapopan"
"MIRAVALLE","JOSE JARAMILLO",526,44990,"Guadalajara"
"PRADOS TEPEYAC","PRADO DE LAS RO",308,45050,"zapopan"
"JARDINES DE STA ISAB","COMBATE DE SACR",228,44300,"Guadalajara"
"EL BRISE#O","CONSTELACION",7,45236,"zapopan"
"ARANDAS","HACIENDA DEL CO",3363,44720,"Guadalajara"
"BOSQUES D L VICTORIA","FAUNA",2765,44540,"Guadalajara"
"PROGRESO","FRANCISCO SARAB",235,44730,"Guadalajara"
"OBLATOS","BATALLA DE IZUC",2508,44700,"Guadalajara"
"BOSQUES D L VICTORIA","PENINSULA",2713,44540,"Guadalajara"
"SAN ANDRES","AVELINO M PRESA",3335,44810,"Guadalajara"
"U. H. BENITO JUAREZ II","CREDITO",4049,44770,"Guadalajara"
"CANTARRANAS","MIGUEL BERNAL",3327,44829,"Guadalajara"
"LINDAVISTA","ALLENDE",216,45169,"zapopan"
"POLANQUITO","MIGUEL MACIAS",3653,44969,"Guadalajara"
"CIUDAD GRANJA","CALZ DE LOS LA",164,45010,"zapopan"
"GENERAL REAL","PENSADOR MEXICA",1070,44400,"Guadalajara"
"LA FLORIDA","FLORAL",15,45234,"zapopan"
"BEATRIZ HERNANDEZ","GAZA",1333,44760,"Guadalajara"
"MORELOS","PELICANO",1272,44910,"Guadalajara"
"DIVISION DEL NORTE","SILVINA REMBOA",3050,44230,"Guadalajara"
"LOMAS DEL CENTINELA","PASEO DEL OLMO",328,45187,"zapopan"
"OBLATOS","AV JUAN PABLO L",3165,44700,"Guadalajara"
"INDEPENDENCIA PTE","ROGELIO BACON",1676,44290,"Guadalajara"
"EL BATAN","ANDADOR AGUA AZ",44,45190,"zapopan"
"BEATRIZ HERNANDEZ","MARGARITA GUTIE",3497,44760,"Guadalajara"
"U H FOVISSSTE ESTADI","LISBOA",28,44307,"Guadalajara"
"SAN ISIDRO EJIDAL","NUEVO MEXICO",250,45147,"zapopan"
"FEDERALISMO","MONTE HIMALAYA",1416,44350,"Guadalajara"
"ELECTRICISTAS","RAMOS ARIZPE",451,44810,"Guadalajara"
"BENITO JUAREZ","ADOLFO LOPEZ MA",4754,45199,"zapopan"
"SAN VICENTE","MONTES MARCIANO",2173,44330,"Guadalajara"
"VILLA DE GUADALUPE II","PABLO HIPOLITO",45,45189,"zapopan"
"SAN MARCOS","CANTERA",819,44330,"Guadalajara"
"ECHEVERRIA","JOSE ROJO",958,44970,"Guadalajara"
"FRACC MIRADOR D SN I","AV INDUSTRIA TE",2030,45133,"zapopan"
"OBLATOS PONIENTE","HDA LAS CRUCES",2158,44700,"Guadalajara"
