"colonia","calle","No.Casa","C.P.","Ciudad"
"FRACC CUSPIDE","SAN MATEO 1155",27,45200,"zapopan"
"PARQUE INDUST EL ALA","FUNDICION",2131,44490,"Guadalajara"
"SAN ANDRES","AVELINO M PRESA",3335,44810,"Guadalajara"
"ECHEVERRIA","JOSE ROJO",958,44970,"Guadalajara"
"UNIDAD MEXICO","CDA QUERETARO",278,45120,"zapopan"
"INF LA TUZANIA","CAPULINES",40,45138,"zapopan"
"FRACC CUSPIDE","VALLE DE TESIST",198,45200,"zapopan"
"18 DE MARZO","FAJA DE ORO",1783,44960,"Guadalajara"
"COUNTRY CLUB","AV JORGE ALVARE",1535,44610,"Guadalajara"
"CIRCUNVAL VALLARTA","REFORMA",2749,44680,"Guadalajara"
"PENAL","PEDRO CELESTINO",482,44730,"Guadalajara"
"CAMPO REAL","AV CAMPO REAL P",353,45134,"zapopan"
"RNDA DE PAZ","ALBANILES",543,44860,"Guadalajara"
"EL BATAN","ALCALDE",288,45190,"zapopan"
"FRACC CUSPIDE","CAMINO AL POTRE",1200,45200,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE BRILLANT",1730,45200,"zapopan"
"ZALATE II","OTILIO GONZALEZ",1116,44760,"Guadalajara"
"HELIODORO HERNANDEZ","MIGUEL SANCHEZ",3789,44720,"Guadalajara"
"PRADOS TEPEYAC","PRADO DE LAS GA",4468,45050,"zapopan"
"POLANQUITO","MIGUEL MACIAS",3653,44969,"Guadalajara"
"VIGIA I","HERRADURA",242,45140,"zapopan"
"VILLAS SAN IGNACIO","PABLO QUIROGA",215,45180,"zapopan"
"FRACC CUSPIDE","SENDA DEL OCOTE",22,45200,"zapopan"
"LAS AGUILAS","RIO TOMATLAN",800,45080,"zapopan"
"CANTEROS","PRIVADA CANTERO",1564,45190,"zapopan"
"AGRICOLA","DALIA",138,45236,"zapopan"
"REAL QUINTAS DEL VALLE","CIRCUITO REAL S",0,45138,"zapopan"
"FRACC PALERMO","MARINA",204,45200,"zapopan"
"LOMAS DEL PARADERO","LUIS QUINTANAR",746,44840,"Guadalajara"
"PARQUES DE ZAPOPAN","OPALO",14,45138,"zapopan"
"SAN JUAN BOSCO","FELIX BERNARDEL",428,44730,"Guadalajara"
"VALLE REAL","AV RAMON CORONA",2748,45019,"zapopan"
"EL BRISE?","PASEO DE LA MAT",200,45236,"zapopan"
"MIRAVALLE II","HERMENEGILDO BU",4308,44990,"Guadalajara"
"LA CAMPESINA","JOSE MARIA SARM",1488,44769,"Guadalajara"
"EJIDAL LOMA BONITA","PEDRO MORENO",3205,45085,"zapopan"
"VIGIA I","DEL CORRAL",604,45140,"zapopan"
"MARAVILLA","MESA DEL NORTE",1272,44700,"Guadalajara"
"SANTA FE","EMILIANO ZAPATA",574,45168,"zapopan"
"VIRREYES RESIDENCIAL","AV NACIONES UNI",6904,45110,"zapopan"
"BUGAMBILIAS","PASEO DE LA VIC",4952,45238,"zapopan"
"VISTA HERMOSA","VISTA BONITA",739,45189,"zapopan"
"VILLA DE GUADALUPE II","PABLO HIPOLITO",45,45189,"zapopan"
"BOSQUES D L VICTORIA","FAUNA",2765,44540,"Guadalajara"
"INF LA TUZANIA","AV DE LAS PALME",1246,45138,"zapopan"
"EL BRISE#O","CONSTELACION",7,45236,"zapopan"
"SANTA ROSA","MELQUIADES CAMP",2289,44700,"Guadalajara"
"MESA DE LOS OCOTES","BETABEL",23,45189,"zapopan"
"TETLAN","JOSE RAMOS",4342,44820,"Guadalajara"
"MIRAVALLE","MAURICIO CAMPOS",512,44990,"Guadalajara"
"BOSQUES D L VICTORIA","PENINSULA",2713,44540,"Guadalajara"
"ALTAMIRA","AV AMERICA",580,45160,"zapopan"
"PARQUE REVOLUCION","AV MIGUEL HIDAL",469,44100,"Guadalajara"
"LA LOMA","LUIS PAEZ BROTC",1574,44410,"Guadalajara"
"HERMOSA PROVIN ZO TE","ARQUIMIDES",630,44770,"Guadalajara"
"SAN ANDRES","GOMEZ FARIAS",2319,44810,"Guadalajara"
"VILLA FONTANA DIAMANTE","ARENISCA",1896,45200,"zapopan"
"SAN ISIDRO EJIDAL","NUEVO MEXICO",250,45147,"zapopan"
"LOMAS DE MIRAMAR","PUERTO TAMPICO",80,45060,"zapopan"
"INDEPENDENCIA","ROGELIO BACON",2280,44290,"Guadalajara"
"LA PALMITA","MANUEL GONZALEZ",518,45180,"zapopan"
"MIRAVALLE II","PEDRO PATINO",643,44990,"Guadalajara"
"RESID LAS ARBOLEDAS","AURORA BOREAL N",4170,45070,"zapopan"
"5 DE MAYO","RAMON MARQUEZ",362,44970,"Guadalajara"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"TRANSITO","AV CIRCUNVALANC",479,44298,"Guadalajara"
"ARTESANOS","GENERAL EULOGIO",712,44200,"Guadalajara"
"RESIDENCIAL AZALEAS","SERVIDOR PUBLIC",1425,45230,"zapopan"
"UNIDAD JARDINES SEAT","JARDINES DE LOS",1233,45180,"zapopan"
"LOMAS DL PARAISO 1","RAFAEL CARDENAS",290,44250,"Guadalajara"
"LA ESTRADA","HIDALAGO",6,45200,"zapopan"
"VILLAS DE GADALUPE","AV PATRIA",4177,44720,"Guadalajara"
"ARENALES TAPATIOS","AV GUADALUPE",132,45066,"zapopan"
"HIGUERILLAS","MARIANO RODRIGU",2669,44470,"Guadalajara"
"MESA DE LOS OCOTES","PASEO DE LOS PI",3153,45189,"zapopan"
"ECHEVERRIA","JOSE ARTEAGA",2985,44970,"Guadalajara"
"LOMAS DE MIRAMAR","PUERTO CHAMELA",314,45060,"zapopan"
"HUENTITAN EL BAJO","VOLCAN FUJIYAMA",4413,44250,"Guadalajara"
"RANCHO NUEVO","DOMINGO RAMIRE",1150,44240,"Guadalajara"
"BENITO JUAREZ","ADOLFO LOPEZ MA",4754,45199,"zapopan"
"FRACC REAL DEL BOSQUE","CALLE CAMPO REA",371,45130,"zapopan"
"JARDINES DE LA CRUZ","ISLA ASENCION",3108,44950,"Guadalajara"
"ARENALES TAPATIOS","CROMITA",69,45066,"zapopan"
"MARAVILLA","HACIENDA DE GUA",1124,44700,"Guadalajara"
"VILLAS SAN IGNACIO","PRIV LUIS G MON",337,45180,"zapopan"
"SANTA MARIA","SAN MATEO",1407,44350,"Guadalajara"
"SAN ANDRES","CALLE B",165,44810,"Guadalajara"
"MIGUEL HIDALGO","15 DE SEPTIEMBR",3017,45186,"zapopan"
"EL MIRADOR","EMILIANO ZAPATA",780,44370,"Guadalajara"
"LA MOJONERA","DE BARAJAS",425,45134,"zapopan"
"MESA COLORADA PTE","DELLI",1825,45189,"zapopan"
"BATALLON SN PATRICIO","CALZADA INDEPEN",503,44300,"Guadalajara"
"JARDINES D NVO MEXIC","SEGUNDA NORTE",5699,45138,"zapopan"
"PARAISOS DEL COLLY","GALEANA",1068,45069,"zapopan"
"CIUDAD GRANJA","CALZ DE LOS LA",164,45010,"zapopan"
"CONDOMINIO MALAGA","AV CENTRAL",1351,45117,"zapopan"
"INDEPENDENCIA","ROGELIO BACON",2280,44290,"Guadalajara"
"DIVISION DEL NORTE","BENEDICTO LOPEZ",399,44230,"Guadalajara"
"SAN MARCOS","CANTERA",819,44330,"Guadalajara"
"VALLARTA SAN JORGE","TUCIDIDES",156,44690,"Guadalajara"
"LA MARTINICA","PASEO DE LOS AL",79,45185,"zapopan"
"FEDERALISMO","MONTE HIMALAYA",1416,44350,"Guadalajara"
"MORELOS","PELICANO",1272,44910,"Guadalajara"
"EL ARENAL","CUAUHTEMOC",132,45350,"zapopan"
"RINCONADA DE HUENTITAN","JOSE MARIA CANA",5128,44250,"Guadalajara"
"COPALITA","AV AMARANTO",175,45200,"zapopan"
"HUENTITAN EL BAJO","VOLCAN VIRGEN",182,44250,"Guadalajara"
"GENERAL REAL","PENSADOR MEXICA",1070,44400,"Guadalajara"
"REAL DE TESISTAN","PASEO DE LA ARB",176,45200,"zapopan"
"SAN VICENTE","MONTES MARCIANO",2173,44330,"Guadalajara"
"COLINAS DE ATEMAJAC","AV AURELIO ORTE",1176,45170,"zapopan"
"JARDINES DE STA ISAB","STA MARTHA",3165,44300,"Guadalajara"
"BENITO JUAREZ","JUAN MANUEL RUV",1992,45199,"Guadalajara"
"SAN RAFAEL","CARLOS GONZALEZ",280,44810,"Guadalajara"
"FRACC, LOS MOLINOS","CTO OBSIDIANA",39,45200,"zapopan"
"JARDINES DEL COUNTRY","ENRIQUE DIAZ DE",2336,44210,"Guadalajara"
"ARANDAS","HACIENDA LA ERR",1877,44720,"Guadalajara"
"U H ATLAS","RIO VOLGA",1386,44870,"Guadalajara"
"MARAVILLA","SANTA JULIA",1334,44700,"Guadalajara"
"RINCONADA DE HUENTITAN","JUAN CARRASCO",5234,44250,"Guadalajara"
"PROGRESO","FRANCISCO SARAB",235,44730,"Guadalajara"
"LADRON DE GUEVARA","AVENIDA AMERICA",620,44600,"Guadalajara"
"GARIBAY","DAMASCO",785,44750,"Guadalajara"
"RESIDENCIAL TESISTAN","AV SAN MATEO",1115,45200,"zapopan"
"VICENTE GUERRERO","C CEDROS",15,45134,"zapopan"
"LA VENTA DEL ASTILLE","JILGEROS",33,45221,"zapopan"
"HERMOSA PROVIN ZO TE","TELEFONISTAS",3331,44770,"Guadalajara"
"FRACC JARDINES DE BELEN","TORONJA",41,45200,"zapopan"
