"colonia","calle","No.Casa","C.P.","Ciudad"
"EJIDAL LOMA BONITA","PEDRO MORENO",3205,45085,"zapopan"
"AGRICOLA","DALIA",138,45236,"zapopan"
"SAN ANDRES","GOMEZ FARIAS",2319,44810,"Guadalajara"
"PARQUE INDUST EL ALA","FUNDICION",2131,44490,"Guadalajara"
"MIRAVALLE II","HERMENEGILDO BU",4308,44990,"Guadalajara"
"EL ARENAL","PROLONGACION SA",43,45350,"zapopan"
"JARDINES DE LA PAZ","TEJEDORES",569,44860,"Guadalajara"
"ARANDAS","HACIENDA LA ERR",1877,44720,"Guadalajara"
"U H EL SAUZ INF","JAIME TORRES B",3090,44987,"Guadalajara"
"BALCONES DE OBLATOS","HACIENDA DEL CA",2275,44720,"Guadalajara"
"SANTA ANA TEPETITLAN","HIDALGO",35,45230,"zapopan"
"HDA SAN ISIDRO","LA VILLA",455,45147,"zapopan"
"PASEOS DEL SOL","TOMAS BALCAZAR",5404,45079,"zapopan"
"AMERICANA","MEXICALLTZINGO",1944,44160,"Guadalajara"
"HOGARES D NVO MEXICO","AV AVIACION",36,45138,"zapopan"
"TETLAN","JOSE RAMOS",4342,44820,"Guadalajara"
"LOMAS DE MIRAMAR","PUERTO TAMPICO",80,45060,"zapopan"
"REAL DE TESISTAN","PRIVADA EMILIAN",28,45200,"zapopan"
"FRACC CUSPIDE","VALLE DE TESIST",198,45200,"zapopan"
"GENERAL REAL","PENSADOR MEXICA",1070,44400,"Guadalajara"
"INF LA TUZANIA","AND OYAMELES",1124,45138,"zapopan"
"LOMAS DE POLANCO","JOSE CARRILLO",3528,44960,"Guadalajara"
"COPALITA","AV AMARANTO",175,45200,"zapopan"
"U H ATLAS","RIO VOLGA",1386,44870,"Guadalajara"
"VILLA UNIVESITARIA","AV PATRIA",1446,45110,"zapopan"
"EL COLLY URBANO I","MELCHOR OCAMPO",1233,45070,"zapopan"
"OBREROS D L CONSTRUC","ABEDUL",274,44900,"Guadalajara"
"MESA COLORADA PTE","DELLI",1825,45189,"zapopan"
"GUADALUPANA","CELEDONIO PADIL",2162,44220,"Guadalajara"
"LADRON DE GUEVARA","FRAY LUIS DE PA",443,44600,"Guadalajara"
"VILLA FONTANA DIAMANTE","AV JADE",86,45200,"zapopan"
"HUENTITAN EL BAJO","VOLCAN MAIPO",340,44250,"Guadalajara"
"FRACC, LOS MOLINOS","PLATA",70,45200,"zapopan"
"CIUDAD GRANJA","CALZ DE LOS LA",164,45010,"zapopan"
"INDEPENDENCIA PTE","ROGELIO BACON",1676,44290,"Guadalajara"
"RINCONADA DL AUDITOR","ALBERTO CINTA",39,45180,"zapopan"
"MIRAVALLE","JOSE JARAMILLO",526,44990,"Guadalajara"
"U H LAZARO CARDENAS","OTHON BLANCO CA",4087,44490,"Guadalajara"
"ZALATE II","OTILIO GONZALEZ",1116,44760,"Guadalajara"
"U H FOVISSSTE ESTADI","LISBOA",28,44307,"Guadalajara"
"ARENALES TAPATIOS","DIAMANTE",114,45066,"zapopan"
"FRACC REAL DEL BOSQUE","BERROCAL",449,45130,"zapopan"
"RESIDENCIAL LA CRUZ","ISLA ABACO",3086,44950,"Guadalajara"
"EL BATAN","ALCALDE",288,45190,"zapopan"
"LOMAS DE MIRAMAR","URANIO",31,45060,"zapopan"
"CONJ LOMAS ALTAS","PASEO DEL ARCO",4098,45128,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE GRAFITO",8884,45200,"zapopan"
"RESIDENCIAL AZALEAS","SERVIDOR PUBLIC",1425,45230,"zapopan"
"VALENTIN GOMEZ FARIA","JUAN DE DIOS CO",12,44977,"Guadalajara"
"FRACC CUSPIDE","CAMINO AL POTRE",1200,45200,"zapopan"
"BENITO JUAREZ","JUAN MANUEL RUV",1992,45199,"Guadalajara"
"OBLATOS PONIENTE","HACIENDA DE LAS",2299,44700,"Guadalajara"
"JARDINES DE LA CRUZ","ISLA MADAGASCAR",3111,44950,"Guadalajara"
"LOS ROBLES","CALLE LOS ROBLE",395,45134,"zapopan"
"EL CARMEN","FRANCISCO MARCO",2616,44980,"Guadalajara"
"MARAVILLA","HACIENDA DE GUA",1124,44700,"Guadalajara"
"MESA DE LOS OCOTES","BETABEL",23,45189,"zapopan"
"U H EL ZALATE","JOSE FERNANDEZ",1123,44760,"Guadalajara"
"VICENTE GUERRERO","C CEDROS",15,45134,"zapopan"
"EL HUMEDO","RIO ACAPONETA",2,45200,"zapopan"
"JARDINES  DEL BOSQUE","PLACERES",806,44520,"zapopan"
"SANTA ROSA","MELQUIADES CAMP",2289,44700,"Guadalajara"
"MODERNA","AV ESPANA",1092,44190,"Guadalajara"
"MARAVILLA","SANTA JULIA",1334,44700,"Guadalajara"
"RINCONADA DE HUENTITAN","JOSE MARIA CANA",5128,44250,"Guadalajara"
"COUNTRY CLUB","AV JORGE ALVARE",1535,44610,"Guadalajara"
"EL CENTINELA 2","HIDALGO",310,45187,"zapopan"
"COLINAS D LA PRIMAVE","CASCADA",147,45066,"zapopan"
"EL BATAN","ANDADOR AGUA AZ",44,45190,"zapopan"
"EL BRISE#O","CONSTELACION",7,45236,"zapopan"
"FRACC REAL DEL BOSQUE","CALLE CAMPO REA",371,45130,"zapopan"
"HERMOSA PROVIN ZO TE","TELEFONISTAS",3331,44770,"Guadalajara"
"TETLAN","AURELIA GUEVARA",3518,44820,"Guadalajara"
"VALLE REAL","AV RAMON CORONA",2748,45019,"zapopan"
"OBLATOS PONIENTE","HACIENDA LA PUR",2415,44700,"Guadalajara"
"TIERRA RESIDENCIAL","SAN MATEO",2010,45200,"zapopan"
"DIVISION DEL NORTE","TERUEL",3693,44230,"Guadalajara"
"ARENALES TAPATIOS","AV GUADALUPE",132,45066,"zapopan"
"PARAISOS DEL COLLY","GALEANA",1068,45069,"zapopan"
"LA HACIENDITA","SAN MARTIN",2341,45230,"zapopan"
"OBLATOS","BATALLA DE IZUC",2508,44700,"Guadalajara"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"CANTARRANAS","MIGUEL BERNAL",3327,44829,"Guadalajara"
"LA ESTRADA","HIDALAGO",6,45200,"zapopan"
"REAL DE TESISTAN","PASEO DE LA ARB",176,45200,"zapopan"
"LA ESPERANZA","IGUALDAD",186,44300,"Guadalajara"
"ALTAMIRA","AV AMERICA",580,45160,"zapopan"
"LOMAS DL PARAISO 1","RAFAEL CARDENAS",290,44250,"Guadalajara"
"SAN JUAN BOSCO","FELIX BERNARDEL",428,44730,"Guadalajara"
"AYUNTAMIENTO","BERNARDO DE BAL",1170,44620,"Guadalajara"
"SANTA ELENA","ASTURIAS",1581,44230,"Guadalajara"
"NUEVO MEXICO","COPALITA",2711,45138,"zapopan"
"MIGUEL HIDALGO","15 DE SEPTIEMBR",3017,45186,"zapopan"
"MIRAVALLE II","PEDRO PATINO",643,44990,"Guadalajara"
"IXTLAHUACAN DEL RIO","HDA SAN MIGUEL",10,45260,"zapopan"
"CANTEROS","PRIVADA CANTERO",1564,45190,"zapopan"
"COLLY SITIO","ROMANA",6570,45036,"zapopan"
"LADRON DE GUEVARA","AVENIDA AMERICA",620,44600,"Guadalajara"
"UNIDAD JARDINES SEAT","JARDINES DE LOS",1233,45180,"zapopan"
"JARDINES DE STA ISAB","STA MARTHA",3165,44300,"Guadalajara"
"VALLE REAL","PASEO SAN ARTUR",685,45019,"zapopan"
"MESA COLORADA PTE","NABO",543,45189,"zapopan"
"JARDINES DEL COUNTRY","ENRIQUE DIAZ DE",2336,44210,"Guadalajara"
"BEATRIZ HERNANDEZ","MARGARITA GUTIE",3497,44760,"Guadalajara"
"AGRICOLA","DALIA",138,45236,"zapopan"
"EL ARENAL","CUAUHTEMOC",132,45350,"zapopan"
"MORELOS","PELICANO",1272,44910,"Guadalajara"
"VILLA FONTANA DIAMANTE","AV LAS TORRES",1896,45200,"zapopan"
"VILLAS SAN IGNACIO","PABLO QUIROGA",215,45180,"zapopan"
"HIGUERILLAS","MARIANO RODRIGU",2669,44470,"Guadalajara"
"PROGRESO","FRANCISCO SARAB",235,44730,"Guadalajara"
"LOMAS DEL CENTINELA","PASEO DEL OLMO",328,45187,"zapopan"
"ECHEVERRIA","JOSE ROJO",958,44970,"Guadalajara"
"BOSQUES D L VICTORIA","FAUNA",2765,44540,"Guadalajara"
"MARAVILLA","MESA DEL NORTE",1272,44700,"Guadalajara"
"VILLA VICENTE GUERRE","ISLA USTICA",3318,44860,"Guadalajara"
"LA VENTA DEL ASTILLE","JILGEROS",33,45221,"zapopan"
"ELECTRICISTAS","RAMOS ARIZPE",451,44810,"Guadalajara"
"GARIBAY","DAMASCO",785,44750,"Guadalajara"
"VILLAS DE GADALUPE","AV PATRIA",4177,44720,"Guadalajara"
"5 DE MAYO","RAMON MARQUEZ",362,44970,"Guadalajara"
"JARDINES DE LOS POET","JOSE FERNANDEZ",3365,44820,"Guadalajara"
"EL MIRADOR","EMILIANO ZAPATA",780,44370,"Guadalajara"
"OBLATOS PONIENTE","HACIENDA LA GAV",3208,44700,"Guadalajara"
"PARQUE REVOLUCION","AV MIGUEL HIDAL",469,44100,"Guadalajara"
"DIVISION DL NTE ZAP","FRANCISCO VILLA",27,45180,"zapopan"
"RESIDENCIAL GUADALUP","MISION SAN PATR",350,45030,"zapopan"
"VILLAS SAN IGNACIO","PRIV LUIS G MON",337,45180,"zapopan"
"SAN VICENTE","MONTES MARCIANO",2173,44330,"Guadalajara"
"EL FORTIN","ALAMO",1359,45066,"zapopan"
"BOSQUES D L VICTORIA","PENINSULA",2713,44540,"Guadalajara"
"LAGOS D OTE ZONA TET","LICURGO",336,44770,"Guadalajara"
"SANTA FE","EMILIANO ZAPATA",574,45168,"zapopan"
"VIGIA I","DEL CORRAL",604,45140,"zapopan"
"ARTESANOS","INDEPENDENCIA",919,44200,"Guadalajara"
"BATALLON SN PATRICIO","CALZADA INDEPEN",503,44300,"Guadalajara"
"VISTA HERMOSA","VISTA BONITA",739,45189,"zapopan"
"BARRANQUITAS","PINO SUAREZ",879,44270,"Guadalajara"
"EL ZAPOTE","TEZOZOMOC",4357,45050,"zapopan"
"LA FLORIDA","FLORAL",15,45234,"zapopan"
"LA LOMA","LUIS PAEZ BROTC",1574,44410,"Guadalajara"
"PRADOS TEPEYAC","PRADO DE LAS GA",4468,45050,"zapopan"
"SAN MARCOS","CANTERA",819,44330,"Guadalajara"
"LINDAVISTA","ALLENDE",216,45169,"zapopan"
"RNDA DE PAZ","ALBANILES",543,44860,"Guadalajara"
"ARENALES TAPATIOS","CROMITA",69,45066,"zapopan"
"U. H. BENITO JUAREZ II","CREDITO",4049,44770,"Guadalajara"
"RINCONADA DEL BOSQUE","AV ECONOMOS",6951,44510,"Guadalajara"
"PASEOS DEL BRISE#O","PASEOS DE LOS I",1,45236,"zapopan"
"TRANSITO","AV CIRCUNVALANC",479,44298,"Guadalajara"
"RANCHO NUEVO","CELERINO NAVARR",4135,44240,"zapopan"
"JARDINES DEL NILO","MANUEL RIVERA C",2818,44860,"Guadalajara"
"PANORAMICA HUENTITAN","CALZADA",4500,44259,"Guadalajara"
"18 DE MARZO","FAJA DE ORO",1783,44960,"Guadalajara"
"AMERICANA","COLONIAS",221,44160,"Guadalajara"
"AGRICOLA","OBELISCO",138,45236,"zapopan"
"SAN ISIDRO EJIDAL","NUEVO MEXICO",250,45147,"zapopan"
"HDA SAN ISIDRO","EJIDO",570,45147,"zapopan"
"MORELOS","CISNE",1332,44910,"Guadalajara"
"JARDINES DE LA CRUZ","AV ISALA RAZA",2460,44950,"Guadalajara"
"SAN JUAN DE OCOTAN","MIGUEL MIRAMON",13,45019,"zapopan"
