"colonia","calle","No.Casa","C.P.","Ciudad"
"EL MANANTIAL S REFOR","AVDE LA PATRIA",202,44470,"Guadalajara"
"FRACC REAL DEL BOSQUE","CALLE CAMPO REA",371,45130,"zapopan"
"MESA DE LOS OCOTES","BETABEL",23,45189,"zapopan"
"EJIDAL LOMA BONITA","PEDRO MORENO",3205,45085,"zapopan"
"BOSQUES D L VICTORIA","FAUNA",2765,44540,"Guadalajara"
"ALTAMIRA","AV AMERICA",580,45160,"zapopan"
"BEATRIZ HERNANDEZ","MARGARITA GUTIE",3497,44760,"Guadalajara"
"OBLATOS PONIENTE","HACIENDA LA PUR",2415,44700,"Guadalajara"
"HERMOSA PROVIN ZO TE","ARQUIMIDES",630,44770,"Guadalajara"
"CAMPO REAL","AV CAMPO REAL P",353,45134,"zapopan"
"LA ESPERANZA","IGUALDAD",186,44300,"Guadalajara"
"VILLA VICENTE GUERRE","ISLA USTICA",3318,44860,"Guadalajara"
"LA AURORA","SALVADOR LOPEZ",1750,44790,"Guadalajara"
"COLINAS D LA PRIMAVE","CASCADA",147,45066,"zapopan"
"EJIDAL LOMA BONITA","PEDRO MORENO",3308,45085,"zapopan"
"RINCONADA DE HUENTITAN","JUAN CARRASCO",5234,44250,"Guadalajara"
"CANTEROS","PRIVADA CANTERO",1564,45190,"zapopan"
"HUENTITAN EL BAJO","VOLCAN MAIPO",340,44250,"Guadalajara"
"GARIBAY","DAMASCO",785,44750,"Guadalajara"
"RESIDENCIAL TESISTAN","PARQUE MEXICANO",150,45200,"zapopan"
"LA MARTINICA","PASEO DE LOS AL",79,45185,"zapopan"
"REAL DE VALDEPE?S","RINCONADA DEL C",1327,45130,"zapopan"
"LA PALMITA","MANUEL GONZALEZ",518,45180,"zapopan"
"SANTA ANA TEPETITLAN","HIDALGO",35,45230,"zapopan"
"AMERICANA","MEXICALLTZINGO",1944,44160,"Guadalajara"
"HELIODORO HERNANDEZ","MIGUEL SANCHEZ",3789,44720,"Guadalajara"
"RNDA DE PAZ","ALBANILES",543,44860,"Guadalajara"
"HUENTITAN EL BAJO","VOLCAN FUJIYAMA",4413,44250,"Guadalajara"
"1RO DE MAYO 1A SECCI","CARLOS A CARRIL",527,44970,"Guadalajara"
"RESIDENCIAL LA CRUZ","ISLA ABACO",3086,44950,"Guadalajara"
"ZALATE II","OTILIO GONZALEZ",1116,44760,"Guadalajara"
"VICTOR HUGO","PRIVADA COLON",150,45190,"zapopan"
"EL BATAN","ALCALDE",288,45190,"zapopan"
"FRACC CUSPIDE","SAN MATEO 1155",27,45200,"zapopan"
"PROGRESO","FRANCISCO SARAB",235,44730,"Guadalajara"
"BALCONES DE OBLATOS","ROSA RODRIGUEZ",3876,44720,"Guadalajara"
"MIRAVALLE II","HERMENEGILDO BU",4308,44990,"Guadalajara"
"PASEOS DEL SOL","TOMAS BALCAZAR",5404,45079,"zapopan"
"EL ARENAL","CUAUHTEMOC",132,45350,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE BRILLANT",1730,45200,"zapopan"
"ZONA INDUSTRIAL SUR","CALLE 16",2526,44940,"Guadalajara"
"AGRICOLA","DALIA",138,45236,"zapopan"
"VILLAS SAN IGNACIO","PABLO QUIROGA",215,45180,"zapopan"
"RINCONADA DL AUDITOR","ALBERTO CINTA",39,45180,"zapopan"
"JARDINES DEL NILO","MANUEL RIVERA C",2818,44860,"Guadalajara"
"LA HACIENDITA","SAN MARTIN",2341,45230,"zapopan"
"GENERAL REAL","PENSADOR MEXICA",1070,44400,"Guadalajara"
"EL BRISE#O","CONSTELACION",7,45236,"zapopan"
"BEATRIZ HERNANDEZ","GAZA",1333,44760,"Guadalajara"
"EL MIRADOR","EMILIANO ZAPATA",780,44370,"Guadalajara"
"ECHEVERRIA","JOSE ARTEAGA",2985,44970,"Guadalajara"
"GUADALUPANA","CELEDONIO PADIL",2162,44220,"Guadalajara"
"FRACC MIRADOR D SN I","AV INDUSTRIA TE",2030,45133,"zapopan"
"LAGOS D OTE ZONA TET","LICURGO",336,44770,"Guadalajara"
"SANTA FE","EMILIANO ZAPATA",574,45168,"zapopan"
"BOSQUES D L VICTORIA","PENINSULA",2713,44540,"Guadalajara"
"JARDINES DE LA CRUZ","REYES CATOLICOS",2151,44950,"Guadalajara"
"HOGARES D NVO MEXICO","AV AVIACION",36,45138,"zapopan"
"SAN ANDRES","AVELINO M PRESA",3335,44810,"Guadalajara"
"COPALITA","AV AMARANTO",175,45200,"zapopan"
"CONDOMINIO MALAGA","AV CENTRAL",1351,45117,"zapopan"
"HIGUERILLAS","MARIANO RODRIGU",2669,44470,"Guadalajara"
"MORELOS","CISNE",1332,44910,"Guadalajara"
"FRACC PALERMO","MARINA",204,45200,"zapopan"
"ARTESANOS","INDEPENDENCIA",919,44200,"Guadalajara"
"FRACC LOS PINOS","AV  COMPOSITORE",3850,45120,"zapopan"
"VICENTE GUERRERO","C CEDROS",15,45134,"zapopan"
"ARTESANOS","GENERAL EULOGIO",712,44200,"Guadalajara"
"LOMAS DE POLANCO","JOSE CARRILLO",3528,44960,"Guadalajara"
"MIRAVALLE","JOSE JARAMILLO",526,44990,"Guadalajara"
"EL FORTIN","ALAMO",1359,45066,"zapopan"
"SAN JUAN DE OCOTAN","MIGUEL MIRAMON",13,45019,"zapopan"
"CIUDAD GRANJA","CALZ DE LOS LA",164,45010,"zapopan"
"FRACC CUSPIDE","VALLE DE TESIST",198,45200,"zapopan"
"VALLE DE LOS MOLINOS","BERNA",75,45200,"zapopan"
"FRACC, LOS MOLINOS","PLATA",70,45200,"zapopan"
"18 DE MARZO","NATIVIDAD MACIA",1326,44960,"Guadalajara"
"INF LA TUZANIA","AND OYAMELES",1124,45138,"zapopan"
"VALLE REAL","AV RAMON CORONA",2748,45019,"zapopan"
"HDA SAN ISIDRO","EJIDO",570,45147,"zapopan"
"LOMAS DEL CENTINELA","PASEO DEL OLMO",328,45187,"zapopan"
"CANTARRANAS","MIGUEL BERNAL",3327,44829,"Guadalajara"
"LOMAS DEL GALLO","FERNANDO SOLIS",1338,44760,"Guadalajara"
"UNIDAD BELISARIO DOM","JOSE LUIS MORA",1212,44329,"Guadalajara"
"SAN JUAN BOSCO","FELIX BERNARDEL",428,44730,"Guadalajara"
"EL COLLY URBANO I","MELCHOR OCAMPO",1233,45070,"zapopan"
"TETLAN","AURELIA GUEVARA",3518,44820,"Guadalajara"
"JARDINES DE LOS POET","JOSE FERNANDEZ",3365,44820,"Guadalajara"
"FRACC, LOS MOLINOS","CTO OBSIDIANA",39,45200,"zapopan"
"SANTA ROSA","MELQUIADES CAMP",2289,44700,"Guadalajara"
"HERMOSA PROVIN ZO TE","TELEFONISTAS",3331,44770,"Guadalajara"
"ARENALES TAPATIOS","CROMITA",69,45066,"zapopan"
"JARDINES DEL COUNTRY","ENRIQUE DIAZ DE",2336,44210,"Guadalajara"
"LOMAS DL VALLE VI UN","CANCER",3992,45129,"zapopan"
"ARENALES TAPATIOS","AV GUADALUPE",132,45066,"zapopan"
"SAN ISIDRO EJIDAL","NUEVO MEXICO",250,45147,"zapopan"
"LADRON DE GUEVARA","FRAY LUIS DE PA",443,44600,"Guadalajara"
"VILLA FONTANA DIAMANTE","ARENISCA",1896,45200,"zapopan"
"LADRON DE GUEVARA","AVENIDA MEXICO",2582,44600,"Guadalajara"
"TABACHINES","PASEO DE LOS AV",3101,45188,"zapopan"
"RINCONADA DE HUENTITAN","JOSE MARIA CANA",5128,44250,"Guadalajara"
"BENITO JUAREZ","JUAN MANUEL RUV",1992,45199,"Guadalajara"
"BOSQUE ESCONDIDO","PASEO DE LOS AL",10,45180,"zapopan"
"SANTA MARIA","SAN MATEO",1407,44350,"Guadalajara"
"HUENTITAN EL BAJO","VOLCAN VIRGEN",182,44250,"Guadalajara"
"DIVISION DEL NORTE","BENEDICTO LOPEZ",399,44230,"Guadalajara"
"LOMAS DE POLANCO","RAMON ALCORTA",1597,44960,"Guadalajara"
"RINCONADA DEL BOSQUE","AV ECONOMOS",6951,44510,"Guadalajara"
"BARRANQUITAS","PINO SUAREZ",879,44270,"Guadalajara"
"OBLATOS PONIENTE","JUAN PABLO II",3165,44700,"Guadalajara"
"CIUDAD DEL SOL","QUETZALCOATL",232,45050,"zapopan"
"RANCHO NUEVO","CELERINO NAVARR",4135,44240,"zapopan"
"MIRAMAR","BAHIA MAGDALENA",5,45060,"zapopan"
"TABACHINES","PASEO DE LOS CH",3040,45188,"zapopan"
"LA FLORESTA DEL COLLI","BOULEVARD PUERT",26,45116,"zapopan"
"RESIDENC LA ESTANCIA","WOLFANG AMADEUS",5552,45030,"zapopan"
"DIVISION DL NTE ZAP","FRANCISCO VILLA",27,45180,"zapopan"
"VISTA HERMOSA","AV VISTA HERMO",3763,45189,"zapopan"
"RANCHO NUEVO","DOMINGO RAMIRE",1150,44240,"Guadalajara"
"OBREROS D L CONSTRUC","ABEDUL",274,44900,"Guadalajara"
