"colonia","calle","No.Casa","C.P.","Ciudad"
"VALENTIN GOMEZ FARIA","CANUTO ELIAS",3414,44977,"Guadalajara"
"LADRON DE GUEVARA","AVENIDA AMERICA",620,44600,"Guadalajara"
"UNIDAD BELISARIO DOM","JOSE LUIS MORA",1212,44329,"Guadalajara"
"MIRAVALLE II","PEDRO PATINO",643,44990,"Guadalajara"
"PENAL","PEDRO CELESTINO",482,44730,"Guadalajara"
"JARDINES DE LA CRUZ","ISLA ASENCION",3108,44950,"Guadalajara"
"EL MANANTIAL S REFOR","AVDE LA PATRIA",202,44470,"Guadalajara"
"LA PALMITA","MANUEL GONZALEZ",518,45180,"zapopan"
"REAL DE TESISTAN","PASEO DE LA ARB",176,45200,"zapopan"
"LA LOMA","LUIS PAEZ BROTC",1574,44410,"Guadalajara"
"ECHEVERRIA","JOSE ARTEAGA",2985,44970,"Guadalajara"
"NUEVO MEXICO","6 DE ENERO",3239,45138,"zapopan"
"MESA COLORADA PTE","ANAHUAC",52,45189,"zapopan"
"LOMAS DE RIO VERDE","DEMOSTENES",3550,44720,"Guadalajara"
"VIRREYES RESIDENCIAL","AV NACIONES UNI",6904,45110,"zapopan"
"LINDAVISTA","ALLENDE",216,45169,"zapopan"
"HELIODORO HERNANDEZ","MIGUEL SANCHEZ",3789,44720,"Guadalajara"
"LA FLORIDA","FLORAL",15,45234,"zapopan"
"ARENALES TAPATIOS","CROMITA",69,45066,"zapopan"
"GENERAL REAL","MARCONI",17,44400,"Guadalajara"
"TABACHINES","PASEO DE LOS AV",3101,45188,"zapopan"
"BATALLON SN PATRICIO","CALZADA INDEPEN",503,44300,"Guadalajara"
"JARDINES DEL NILO","MANUEL RIVERA C",2818,44860,"Guadalajara"
"LA HACIENDITA","SAN MARTIN",2341,45230,"zapopan"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"VILLA VICENTE GUERRE","ISLA USTICA",3318,44860,"Guadalajara"
"HDA SAN ISIDRO","EJIDO",570,45147,"zapopan"
"EJIDAL LOMA BONITA","PEDRO MORENO",3308,45085,"zapopan"
"ARENALES TAPATIOS","DIAMANTE",114,45066,"zapopan"
"VALENTIN GOMEZ FARIA","JUAN DE DIOS CO",12,44977,"Guadalajara"
"MORELOS","PELICANO",1272,44910,"Guadalajara"
"SAN JUAN BOSCO","FELIX BERNARDEL",428,44730,"Guadalajara"
"JARDINES  DEL BOSQUE","PLACERES",806,44520,"zapopan"
"FRACC, LOS MOLINOS","CTO OBSIDIANA",39,45200,"zapopan"
"OBLATOS PONIENTE","HACIENDA LA PUR",2415,44700,"Guadalajara"
"AGRICOLA","DALIA",138,45236,"zapopan"
"ZONA INDUSTRIAL SUR","CALLE 16",2526,44940,"Guadalajara"
"OBREROS D L CONSTRUC","ABEDUL",274,44900,"Guadalajara"
"INF LA TUZANIA","AND OYAMELES",1124,45138,"zapopan"
"JARDINES DE STA ISAB","COMBATE DE SACR",228,44300,"Guadalajara"
"MEZQUITAN COUNTRY","DIAGONAL NAJERA",1876,44260,"Guadalajara"
"FRACC LOS PINOS","AV  COMPOSITORE",3850,45120,"zapopan"
"REAL DE TESISTAN","PRIVADA EMILIAN",28,45200,"zapopan"
"OBLATOS PONIENTE","HACIENDA DE TAL",2191,44700,"Guadalajara"
"RINCONADA DE HUENTITAN","JOSE MARIA CANA",5128,44250,"Guadalajara"
"BEATRIZ HERNANDEZ","MARGARITA GUTIE",3497,44760,"Guadalajara"
"COLINAS DE ATEMAJAC","AV AURELIO ORTE",1176,45170,"zapopan"
"JARDINES DE LA CRUZ","REYES CATOLICOS",2151,44950,"Guadalajara"
"SAN VICENTE","MONTES MARCIANO",2173,44330,"Guadalajara"
"ZALATE II","OTILIO GONZALEZ",1116,44760,"Guadalajara"
"RINCONADA DL AUDITOR","ALBERTO CINTA",39,45180,"zapopan"
"VICTOR HUGO","PRIVADA COLON",150,45190,"zapopan"
"LA AURORA","JARDINES DE BAB",20,44790,"Guadalajara"
"TIERRA RESIDENCIAL","SAN MATEO",2010,45200,"zapopan"
"MESA DE LOS OCOTES","BETABEL",23,45189,"zapopan"
"LAS AGUILAS","RIO TOMATLAN",800,45080,"zapopan"
"DIVISION DEL NORTE","BENEDICTO LOPEZ",399,44230,"Guadalajara"
"MIRAVALLE","MAURICIO CAMPOS",512,44990,"Guadalajara"
"SAN RAFAEL","CARLOS GONZALEZ",280,44810,"Guadalajara"
"U H EL SAUZ INF","JAIME TORRES B",3090,44987,"Guadalajara"
"PRADOS TEPEYAC","PRADO DE LAS GA",4468,45050,"zapopan"
"JARDINES DE STA ISAB","STA MARTHA",3165,44300,"Guadalajara"
"LOMAS DEL PRADERO","AV PRESIDENTE",2235,44840,"Guadalajara"
"18 DE MARZO","FAJA DE ORO",1783,44960,"Guadalajara"
"EL COLLY URBANO I","VOLCAN VESUBIO",2321,45070,"zapopan"
"TALPITA","SANTO TOMAS",1786,44719,"Guadalajara"
"5 DE MAYO","RAMON MARQUEZ",362,44970,"Guadalajara"
"VIGIA I","DEL CORRAL",604,45140,"zapopan"
"PARQUES DE ZAPOPAN","OPALO",14,45138,"zapopan"
"PARQUE INDUST EL ALA","FUNDICION",2131,44490,"Guadalajara"
"LOMAS DEL REFUGIO","AGUA PRIETA",111,45186,"zapopan"
"RESIDENC LA ESTANCIA","WOLFANG AMADEUS",5552,45030,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE BRILLANT",1730,45200,"zapopan"
"VALLE REAL","PASEO SAN ARTUR",685,45019,"zapopan"
"HUENTITAN EL BAJO","VOLCAN VIRGEN",182,44250,"Guadalajara"
"RANCHO NUEVO","DOMINGO RAMIRE",1150,44240,"Guadalajara"
"RANCHO NUEVO","CELERINO NAVARR",4135,44240,"zapopan"
"CANTEROS","PRIVADA CANTERO",1564,45190,"zapopan"
"EL BRISE#O","CONSTELACION",7,45236,"zapopan"
"ELECTRICISTAS","RAMOS ARIZPE",451,44810,"Guadalajara"
"JARDINES DE LA CRUZ","ISLA MADAGASCAR",3111,44950,"Guadalajara"
"BALCONES DE OBLATOS","HACIENDA DEL CA",2275,44720,"Guadalajara"
"EL HUMEDO","RIO ACAPONETA",2,45200,"zapopan"
"REAL QUINTAS DEL VALLE","CIRCUITO REAL S",0,45138,"zapopan"
"FRACC REAL DEL BOSQUE","BERROCAL",449,45130,"zapopan"
"VILLA FONTANA DIAMANTE","ARENISCA",1896,45200,"zapopan"
"POLANQUITO","MIGUEL MACIAS",3653,44969,"Guadalajara"
"ECHEVERRIA","JOSE ROJO",958,44970,"Guadalajara"
"INF LA TUZANIA","CAPULINES",40,45138,"zapopan"
"BOSQUES D L VICTORIA","FAUNA",2765,44540,"Guadalajara"
"AGRICOLA","OBELISCO",138,45236,"zapopan"
"CONDOMINIO MALAGA","AV CENTRAL",1351,45117,"zapopan"
"U H ATLAS","RIO VOLGA",1386,44870,"Guadalajara"
"REAL DE VALDEPE?S","CALLE G 1470 TO",1470,45130,"zapopan"
"FRACC CUSPIDE","CAMINO AL POTRE",1200,45200,"zapopan"
"JARDINES DE LA PAZ","TEJEDORES",569,44860,"Guadalajara"
"BENITO JUAREZ","JUAN MANUEL RUV",1992,45199,"Guadalajara"
"LADRON DE GUEVARA","FRAY LUIS DE PA",443,44600,"Guadalajara"
"LA CAMPESINA","JOSE MARIA SARM",1488,44769,"Guadalajara"
"LA ESTRADA","HIDALAGO",6,45200,"zapopan"
"SAN ANDRES","GOMEZ FARIAS",2319,44810,"Guadalajara"
"SAN ISIDRO EJIDAL","NUEVO MEXICO",250,45147,"zapopan"
"FRACC HACIENDA LAS PALOMAS","CALLE DEL AGUA",365,45200,"zapopan"
"INDEPENDENCIA","ROGELIO BACON",2280,44290,"Guadalajara"
"INDEPENDENCIA","ROGELIO BACON",2280,44290,"Guadalajara"
"VILLA DE GUADALUPE II","PABLO HIPOLITO",45,45189,"zapopan"
"12 DE DICIEMBRE","TRUENO",260,45068,"zapopan"
"HIGUERILLAS","MARIANO RODRIGU",2669,44470,"Guadalajara"
"DIVISION DL NTE ZAP","FRANCISCO VILLA",27,45180,"zapopan"
"HELIODORO HERNANDEZ","CELIA PACHECO",3713,44720,"Guadalajara"
