"colonia","calle","No.Casa","C.P.","Ciudad"
"IXTLAHUACAN DEL RIO","HDA SAN MIGUEL",10,45260,"zapopan"
"POLANQUITO","MIGUEL MACIAS",3653,44969,"Guadalajara"
"AMERICANA","COLONIAS",221,44160,"Guadalajara"
"EJIDAL LOMA BONITA","PEDRO MORENO",3205,45085,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE GRAFITO",8884,45200,"zapopan"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"OBLATOS","BATALLA DE IZUC",2508,44700,"Guadalajara"
"BARRANQUITAS","PINO SUAREZ",879,44270,"Guadalajara"
"LINDAVISTA","ALLENDE",216,45169,"zapopan"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"FRACC CUSPIDE","CAMINO AL POTRE",1200,45200,"zapopan"
"COUNTRY CLUB","AV JORGE ALVARE",1535,44610,"Guadalajara"
"MIRAVALLE II","PEDRO PATINO",643,44990,"Guadalajara"
"TALPITA","SANTO TOMAS",1786,44719,"Guadalajara"
"SAN ANDRES","CALLE B",165,44810,"Guadalajara"
"JARDINES DE LA CRUZ","ISLA ASENCION",3108,44950,"Guadalajara"
"GUADALUPANA","CELEDONIO PADIL",2162,44220,"Guadalajara"
"RESIDENCIAL TESISTAN","PARQUE MEXICANO",150,45200,"zapopan"
"MIRAMAR","BAHIA MAGDALENA",5,45060,"zapopan"
"FRACC JARDINES DE BELEN","TORONJA",41,45200,"zapopan"
"SAN RAFAEL","CARLOS GONZALEZ",280,44810,"Guadalajara"
"EL CENTRO","JUAREZ",400,44100,"Guadalajara"
"TETLAN","JOSE RAMOS",4342,44820,"Guadalajara"
"BEATRIZ HERNANDEZ","MARGARITA GUTIE",3497,44760,"Guadalajara"
"OBLATOS PONIENTE","HACIENDA LA GAV",3208,44700,"Guadalajara"
"LA MARTINICA","PASEO DE LOS AL",79,45185,"zapopan"
"OBLATOS PONIENTE","HACIENDA LA PUR",2415,44700,"Guadalajara"
"PRADOS TEPEYAC","PRADO DE LAS GA",4468,45050,"zapopan"
"ARANDAS","HACIENDA DEL CO",3363,44720,"Guadalajara"
"HDA SAN ISIDRO","EJIDO",570,45147,"zapopan"
"JARDINES  DEL BOSQUE","PLACERES",806,44520,"zapopan"
"LAGOS D OTE ZONA TET","LICURGO",336,44770,"Guadalajara"
"MESA COLORADA PTE","ANAHUAC",52,45189,"zapopan"
"SANTA ELENA","ASTURIAS",1581,44230,"Guadalajara"
"MODERNA","AV ESPANA",1092,44190,"Guadalajara"
"DEL FRESNO","CIPRES",1738,44900,"Guadalajara"
"LA CAMPESINA","JOSE MARIA SARM",1488,44769,"Guadalajara"
"LA AURORA","SALVADOR LOPEZ",1750,44790,"Guadalajara"
"LOS ALMENDROS","ANTONIO GARCIA",3912,44240,"Guadalajara"
"HELIODORO HERNANDEZ","CELIA PACHECO",3713,44720,"Guadalajara"
"EL ARENAL","PROLONGACION SA",43,45350,"zapopan"
"CIRCUNVAL VALLARTA","REFORMA",2749,44680,"Guadalajara"
"MESA DE LOS OCOTES","BETABEL",23,45189,"zapopan"
"RINCONADA DEL BOSQUE","AV ECONOMOS",6951,44510,"Guadalajara"
"HDA SAN ISIDRO","LA VILLA",455,45147,"zapopan"
"GENERAL REAL","MARCONI",17,44400,"Guadalajara"
