"colonia","calle","No.Casa","C.P.","Ciudad"
"ECHEVERRIA","JOSE ARTEAGA",2985,44970,"Guadalajara"
"LADRON DE GUEVARA","FRAY LUIS DE PA",443,44600,"Guadalajara"
"VILLA VICENTE GUERRE","ISLA USTICA",3318,44860,"Guadalajara"
"RESID LAS ARBOLEDAS","AURORA BOREAL N",4170,45070,"zapopan"
"MEZQUITAN COUNTRY","DIAGONAL NAJERA",1876,44260,"Guadalajara"
"TALPITA","SANTO TOMAS",1786,44719,"Guadalajara"
"VILLA UNIVESITARIA","AV PATRIA",1446,45110,"zapopan"
"INDEPENDENCIA PTE","ROGELIO BACON",1676,44290,"Guadalajara"
"OBLATOS PONIENTE","JUAN PABLO II",3165,44700,"Guadalajara"
"BLANCO Y CUELLAR","EMILIO RABAZA",2132,44730,"Guadalajara"
"EL COLLY URBANO I","MELCHOR OCAMPO",1233,45070,"zapopan"
"EJIDAL LOMA BONITA","PEDRO MORENO",3308,45085,"zapopan"
"FRACC REAL DEL BOSQUE","CALLE CAMPO REA",371,45130,"zapopan"
"COLINAS D LA PRIMAVE","CASCADA",147,45066,"zapopan"
"OBLATOS","AV JUAN PABLO L",3165,44700,"Guadalajara"
"LOS ROBLES","CALLE LOS ROBLE",395,45134,"zapopan"
"FRACC CUSPIDE","SENDA DEL OCOTE",22,45200,"zapopan"
"SAN RAFAEL","CARLOS GONZALEZ",280,44810,"Guadalajara"
"PARQUES DE ZAPOPAN","OPALO",14,45138,"zapopan"
"SANTA FE","EMILIANO ZAPATA",574,45168,"zapopan"
"BEATRIZ HERNANDEZ","MARGARITA GUTIE",3497,44760,"Guadalajara"
"DIVISION DEL NORTE","TERUEL",3693,44230,"Guadalajara"
"SANTA MARIA","SAN MATEO",1407,44350,"Guadalajara"
"JARDINES DE LA CRUZ","ISLA ASENCION",3108,44950,"Guadalajara"
"OBLATOS","BATALLA DE IZUC",2508,44700,"Guadalajara"
"LA FLORESTA DEL COLLI","BOULEVARD PUERT",26,45116,"zapopan"
"SAN VICENTE","PUERTO SOTO LA",2280,44330,"Guadalajara"
"FRACC CUSPIDE","VALLE DE TESIST",198,45200,"zapopan"
"LA AURORA","JARDINES DE BAB",20,44790,"Guadalajara"
"FRACC LOS PINOS","AV  COMPOSITORE",3850,45120,"zapopan"
"LA FLORESTA DEL COLLI","BOULEVARD PUERT",5430,45116,"zapopan"
"INF LA TUZANIA","CAPULINES",40,45138,"zapopan"
"TABACHINES","PASEO DE LOS AV",3101,45188,"zapopan"
"FRACC JARDINES DE BELEN","TORONJA",41,45200,"zapopan"
"PENAL","PEDRO CELESTINO",482,44730,"Guadalajara"
"EL HUMEDO","RIO ACAPONETA",2,45200,"zapopan"
"SANTA ROSA","MELQUIADES CAMP",2289,44700,"Guadalajara"
"PRADOS  GUADALUPE","G ROSSINI",428,45030,"zapopan"
"PASEOS DEL BRISE#O","PASEOS DE LOS I",1,45236,"zapopan"
"VALLE DE LOS MOLINOS","BERNA",75,45200,"zapopan"
"VILLAS SAN IGNACIO","PABLO QUIROGA",215,45180,"zapopan"
"EL ZAPOTE","TEZOZOMOC",4357,45050,"zapopan"
"INF LA TUZANIA","AV DE LAS PALME",1246,45138,"zapopan"
"LA AURORA","SALVADOR LOPEZ",1750,44790,"Guadalajara"
"TRANSITO","AV CIRCUNVALANC",479,44298,"Guadalajara"
"FRACC, LOS MOLINOS","CTO OBSIDIANA",39,45200,"zapopan"
"CONDOMINIO MALAGA","AV CENTRAL",1351,45117,"zapopan"
"REAL QUINTAS DEL VALLE","CIRCUITO REAL S",0,45138,"zapopan"
"EL BATAN","ANDADOR AGUA AZ",44,45190,"zapopan"
"HDA SAN ISIDRO","EJIDO",570,45147,"zapopan"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"SAN CARLOS","LOS ANGELES",171,44460,"Guadalajara"
"FRACC MIRADOR D SN I","AV INDUSTRIA TE",2030,45133,"zapopan"
"VISTA HERMOSA","VISTA BONITA",739,45189,"zapopan"
"UNIDAD BELISARIO DOM","JOSE LUIS MORA",1212,44329,"Guadalajara"
"HELIODORO HERNANDEZ","CELIA PACHECO",3713,44720,"Guadalajara"
"JARDINES DE LA CRUZ","ISLA MADAGASCAR",3111,44950,"Guadalajara"
"VILLA FONTANA DIAMANTE","AV LAS TORRES",1896,45200,"zapopan"
"VALLARTA SAN JORGE","EUCLIDES",3302,44690,"Guadalajara"
"LINDAVISTA","ALLENDE",216,45169,"zapopan"
"COUNTRY CLUB","AV JORGE ALVARE",1535,44610,"Guadalajara"
"JARDINES DE STA ISAB","STA MARTHA",3165,44300,"Guadalajara"
"SAN ANDRES","GOMEZ FARIAS",2319,44810,"Guadalajara"
