"colonia","calle","No.Casa","C.P.","Ciudad"
"BENITO JUAREZ","ADOLFO LOPEZ MA",4754,45199,"zapopan"
"LA MOJONERA","DE BARAJAS",425,45134,"zapopan"
"PARQUE REVOLUCION","AV MIGUEL HIDAL",469,44100,"Guadalajara"
"AGRICOLA","DALIA",138,45236,"zapopan"
"RINCONADA DEL BOSQUE","AV ECONOMOS",6951,44510,"Guadalajara"
"AYUNTAMIENTO","BERNARDO DE BAL",1170,44620,"Guadalajara"
"FEDERALISMO","MONTE HIMALAYA",1416,44350,"Guadalajara"
"VILLAS DE GADALUPE","AV PATRIA",4177,44720,"Guadalajara"
"LADRON DE GUEVARA","FRAY LUIS DE PA",443,44600,"Guadalajara"
"LA ESTRADA","HIDALAGO",6,45200,"zapopan"
"JARDINES DEL NILO","HERNANDO ALVARA",3254,44860,"Guadalajara"
"FRACC LOS PINOS","AV  COMPOSITORE",3850,45120,"zapopan"
"PARQUES DE ZAPOPAN","OPALO",14,45138,"zapopan"
"COLINAS DE ATEMAJAC","AV AURELIO ORTE",1176,45170,"zapopan"
"LINDAVISTA","ALLENDE",216,45169,"zapopan"
"HDA SAN ISIDRO","LA VILLA",455,45147,"zapopan"
"INDEPENDENCIA PTE","ROGELIO BACON",1676,44290,"Guadalajara"
"RNDA DE PAZ","ALBANILES",543,44860,"Guadalajara"
"SANTA ROSA","MELQUIADES CAMP",2289,44700,"Guadalajara"
"CANTARRANAS","MIGUEL BERNAL",3327,44829,"Guadalajara"
"JARDINES D NVO MEXIC","SEGUNDA NORTE",5699,45138,"zapopan"
"OBLATOS","AV JUAN PABLO L",3165,44700,"Guadalajara"
"ZALATE II","OTILIO GONZALEZ",1116,44760,"Guadalajara"
"HELIODORO HERNANDEZ","CELIA PACHECO",3713,44720,"Guadalajara"
"BLANCO Y CUELLAR","EMILIO RABAZA",2132,44730,"Guadalajara"
"MARAVILLA","MESA DEL NORTE",1272,44700,"Guadalajara"
"VIRREYES RESIDENCIAL","AV NACIONES UNI",6904,45110,"zapopan"
"RESIDENCIAL AZALEAS","SERVIDOR PUBLIC",1425,45230,"zapopan"
"PASEOS DEL SOL","TOMAS BALCAZAR",5404,45079,"zapopan"
"PRADOS TEPEYAC","PRADO DE LAS GA",4468,45050,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE GRAFITO",8884,45200,"zapopan"
"RINCONADA DL AUDITOR","ALBERTO CINTA",39,45180,"zapopan"
"JARDINES DEL COUNTRY","ENRIQUE DIAZ DE",2336,44210,"Guadalajara"
"REAL DE VALDEPE?S","RINCONADA DEL C",1327,45130,"zapopan"
"CANTEROS","PRIVADA CANTERO",1564,45190,"zapopan"
"VALLE DE LOS MOLINOS","BERNA",75,45200,"zapopan"
"TETLAN","AURELIA GUEVARA",3518,44820,"Guadalajara"
"GUADALUPANA","CELEDONIO PADIL",2162,44220,"Guadalajara"
"ALTAMIRA","AV AMERICA",580,45160,"zapopan"
"ECHEVERRIA","JOSE ROJO",958,44970,"Guadalajara"
"18 DE MARZO","NATIVIDAD MACIA",1326,44960,"Guadalajara"
"UNIDAD BELISARIO DOM","JOSE LUIS MORA",1212,44329,"Guadalajara"
"COPALITA","AV AMARANTO",175,45200,"zapopan"
"CIRCUNVAL VALLARTA","REFORMA",2749,44680,"Guadalajara"
"OBLATOS PONIENTE","HDA LAS CRUCES",2158,44700,"Guadalajara"
"FRACC CUSPIDE","VALLE DE TESIST",198,45200,"zapopan"
