"colonia","calle","No.Casa","C.P.","Ciudad"
"RINCONADA DE HUENTITAN","JUAN CARRASCO",5234,44250,"Guadalajara"
"BENITO JUAREZ","ADOLFO LOPEZ MA",4754,45199,"zapopan"
"JARDINES D NVO MEXIC","SEXTA PTE",535,45138,"zapopan"
"18 DE MARZO","NATIVIDAD MACIA",1326,44960,"Guadalajara"
"SANTA MARIA","SAN MATEO",1407,44350,"Guadalajara"
"REAL DE TESISTAN","PASEO DE LA ARB",176,45200,"zapopan"
"LOMAS DEL PRADERO","AV PRESIDENTE",2235,44840,"Guadalajara"
"CIRCUNVAL VALLARTA","REFORMA",2749,44680,"Guadalajara"
"LA AURORA","SALVADOR LOPEZ",1750,44790,"Guadalajara"
"RNDA DE PAZ","ALBANILES",543,44860,"Guadalajara"
"HUENTITAN EL BAJO","VOLCAN FUJIYAMA",4413,44250,"Guadalajara"
"LA CAMPESINA","JOSE MARIA SARM",1488,44769,"Guadalajara"
"OBLATOS","AV JUAN PABLO L",3165,44700,"Guadalajara"
"FRACC CUSPIDE","CAMINO AL POTRE",1200,45200,"zapopan"
"JARDINES DEL NILO","MANUEL RIVERA C",2818,44860,"Guadalajara"
"OBLATOS PONIENTE","HACIENDA LA PUR",2415,44700,"Guadalajara"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"VIGIA I","HERRADURA",242,45140,"zapopan"
"EL CARMEN","FRANCISCO MARCO",2616,44980,"Guadalajara"
"AGRICOLA","DALIA",138,45236,"zapopan"
"COUNTRY CLUB","AV JORGE ALVARE",1535,44610,"Guadalajara"
"EL FORTIN","ALAMO",1359,45066,"zapopan"
"COLINAS DEL REY","AV TORREMOLINOS",3500,45130,"zapopan"
"EL ARENAL","CUAUHTEMOC",132,45350,"zapopan"
"UNIDAD MEXICO","CDA QUERETARO",278,45120,"zapopan"
"LOS ALMENDROS","ANTONIO GARCIA",3912,44240,"Guadalajara"
"JARDINES DEL VERGEL","JARDIN DE NARDO",1527,45180,"zapopan"
"LOMAS DEL CENTINELA","PASEO DEL OLMO",328,45187,"zapopan"
"BALCONES DE OBLATOS","HACIENDA DEL CA",2275,44720,"Guadalajara"
"NUEVO MEXICO","COPALITA",2711,45138,"zapopan"
"EL ZAPOTE","TEZOZOMOC",4357,45050,"zapopan"
"LAS AGUILAS","RIO TOMATLAN",800,45080,"zapopan"
"PRADOS TEPEYAC","PRADO DE LAS RO",308,45050,"zapopan"
"ALTAMIRA","AV AMERICA",580,45160,"zapopan"
"HOGARES D NVO MEXICO","AV AVIACION",36,45138,"zapopan"
"CANTARRANAS","MIGUEL BERNAL",3327,44829,"Guadalajara"
"IXTLAHUACAN DEL RIO","HDA SAN MIGUEL",10,45260,"zapopan"
"FRACC REAL DEL BOSQUE","BERROCAL",449,45130,"zapopan"
"BEATRIZ HERNANDEZ","GAZA",1333,44760,"Guadalajara"
"EJIDAL LOMA BONITA","PEDRO MORENO",3308,45085,"zapopan"
"COLINAS DE ATEMAJAC","AV AURELIO ORTE",1176,45170,"zapopan"
"FRACC HACIENDA LAS PALOMAS","CALLE DEL AGUA",365,45200,"zapopan"
"MIRAMAR","BAHIA MAGDALENA",5,45060,"zapopan"
"COLINAS D LA PRIMAVE","CASCADA",147,45066,"zapopan"
"OBLATOS","BATALLA DE IZUC",2508,44700,"Guadalajara"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"TETLAN","GIGANTES",108,44820,"Guadalajara"
"LOMAS DE MIRAMAR","PUERTO TAMPICO",80,45060,"zapopan"
"LA VENTA DEL ASTILLE","JILGEROS",33,45221,"zapopan"
"ALTAMIRA","AV AMERICA",580,45160,"zapopan"
"EL BATAN","ANDADOR AGUA AZ",44,45190,"zapopan"
"RINCONADA DE HUENTITAN","JOSE MARIA CANA",5128,44250,"Guadalajara"
"LA FLORIDA","FLORAL",15,45234,"zapopan"
"ARENALES TAPATIOS","DIAMANTE",114,45066,"zapopan"
"RESIDENCIAL TESISTAN","PARQUE MEXICANO",150,45200,"zapopan"
"MARAVILLA","SANTA JULIA",1334,44700,"Guadalajara"
"REAL DE VALDEPE?S","RINCONADA DEL C",1327,45130,"zapopan"
"MODERNA","AV ESPANA",1092,44190,"Guadalajara"
"VICTOR HUGO","PRIVADA COLON",150,45190,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE GRAFITO",8884,45200,"zapopan"
"OBLATOS PONIENTE","HACIENDA DE LAS",2299,44700,"Guadalajara"
"ARANDAS","HACIENDA DEL CO",3363,44720,"Guadalajara"
"CIUDAD GRANJA","CALZ DE LOS LA",164,45010,"zapopan"
"GUADALUPANA","CELEDONIO PADIL",2162,44220,"Guadalajara"
"SANTA FE","EMILIANO ZAPATA",574,45168,"zapopan"
"FRACC CUSPIDE","SENDA DEL OCOTE",22,45200,"zapopan"
"VIRREYES RESIDENCIAL","AV NACIONES UNI",6904,45110,"zapopan"
"GENERAL REAL","PENSADOR MEXICA",1070,44400,"Guadalajara"
"TABACHINES","PASEO DE LOS AV",3101,45188,"zapopan"
"RESID LAS ARBOLEDAS","AURORA BOREAL N",4170,45070,"zapopan"
"LOMAS DE POLANCO","JOSE CARRILLO",3528,44960,"Guadalajara"
"LA FLORESTA DEL COLLI","BOULEVARD PUERT",26,45116,"zapopan"
"AMERICANA","COLONIAS",221,44160,"Guadalajara"
"LA FLORESTA DEL COLLI","BOULEVARD PUERT",5430,45116,"zapopan"
"MIRAVALLE II","HERMENEGILDO BU",4308,44990,"Guadalajara"
"SAN JUAN BOSCO","FELIX BERNARDEL",428,44730,"Guadalajara"
"LADRON DE GUEVARA","AVENIDA AMERICA",620,44600,"Guadalajara"
"HDA SAN ISIDRO","EJIDO",570,45147,"zapopan"
"VILLA UNIVESITARIA","AV PATRIA",1446,45110,"zapopan"
"ZONA INDUSTRIAL SUR","CALLE 16",2526,44940,"Guadalajara"
"SANTA ANA TEPETITLAN","HIDALGO",35,45230,"zapopan"
"GENERAL REAL","MARCONI",17,44400,"Guadalajara"
"CANTEROS","PRIVADA CANTERO",1564,45190,"zapopan"
"LOMAS DL PARAISO 1","RAFAEL CARDENAS",290,44250,"Guadalajara"
"OBREROS D L CONSTRUC","ABEDUL",274,44900,"Guadalajara"
"VILLA FONTANA DIAMANTE","AV LAS TORRES",1896,45200,"zapopan"
"SAN JUAN DE OCOTAN","MIGUEL MIRAMON",13,45019,"zapopan"
"DIVISION DEL NORTE","SILVINA REMBOA",3050,44230,"Guadalajara"
"U H EL SAUZ INF","JAIME TORRES B",3090,44987,"Guadalajara"
"LA LOMA","LUIS PAEZ BROTC",1574,44410,"Guadalajara"
"BOSQUE ESCONDIDO","PASEO DE LOS AL",10,45180,"zapopan"
"REAL DE TESISTAN","PRIVADA EMILIAN",28,45200,"zapopan"
"PRADOS TEPEYAC","PRADO DE LAS GA",4468,45050,"zapopan"
"CONDOMINIO MALAGA","AV CENTRAL",1351,45117,"zapopan"
"CIUDAD DEL SOL","QUETZALCOATL",232,45050,"zapopan"
"VALENTIN GOMEZ FARIA","JUAN DE DIOS CO",12,44977,"Guadalajara"
"MIRAVALLE","JOSE JARAMILLO",526,44990,"Guadalajara"
