"colonia","calle","No.Casa","C.P.","Ciudad"
"REAL DE VALDEPE?S","ALAMBIQUE",51,45130,"zapopan"
"GARIBAY","DAMASCO",785,44750,"Guadalajara"
"VICTOR HUGO","PRIVADA COLON",150,45190,"zapopan"
"RESIDENC LA ESTANCIA","WOLFANG AMADEUS",5552,45030,"zapopan"
"ARENALES TAPATIOS","CROMITA",69,45066,"zapopan"
"PRADOS TEPEYAC","PRADO DE LAS GA",4468,45050,"zapopan"
"RINCONADA DE HUENTITAN","JUAN CARRASCO",5234,44250,"Guadalajara"
"FRACC CUSPIDE","SENDA DEL OCOTE",22,45200,"zapopan"
"JARDINES DE LA CRUZ","REYES CATOLICOS",2151,44950,"Guadalajara"
"COLINAS DEL REY","AV TORREMOLINOS",3500,45130,"zapopan"
"EL COLLY URBANO I","VOLCAN VESUBIO",2321,45070,"zapopan"
"MARAVILLA","HACIENDA DE GUA",1124,44700,"Guadalajara"
"18 DE MARZO","FAJA DE ORO",1783,44960,"Guadalajara"
"LA CAMPESINA","JOSE MARIA SARM",1488,44769,"Guadalajara"
"TETLAN","JOSE RAMOS",4342,44820,"Guadalajara"
"LOMAS DEL PRADERO","AV PRESIDENTE",2235,44840,"Guadalajara"
"BEATRIZ HERNANDEZ","MARGARITA GUTIE",3497,44760,"Guadalajara"
"VIRREYES RESIDENCIAL","AV NACIONES UNI",6904,45110,"zapopan"
"SAN RAFAEL","CARLOS GONZALEZ",280,44810,"Guadalajara"
"COUNTRY CLUB","AV JORGE ALVARE",1535,44610,"Guadalajara"
"HERMOSA PROVIN ZO TE","TELEFONISTAS",3331,44770,"Guadalajara"
"5 DE MAYO","RAMON MARQUEZ",362,44970,"Guadalajara"
"POLANQUITO","MIGUEL MACIAS",3653,44969,"Guadalajara"
"EL MANANTIAL S REFOR","AVDE LA PATRIA",202,44470,"Guadalajara"
"LAS AGUILAS","RIO TOMATLAN",800,45080,"zapopan"
"CIUDAD GRANJA","CALZ DE LOS LA",164,45010,"zapopan"
"AYUNTAMIENTO","BERNARDO DE BAL",1170,44620,"Guadalajara"
"VALLE DE LOS MOLINOS","BERNA",75,45200,"zapopan"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"MESA COLORADA PTE","DELLI",1825,45189,"zapopan"
"BALCONES DE OBLATOS","HACIENDA DEL CA",2275,44720,"Guadalajara"
"LA ESTRADA","HIDALAGO",6,45200,"zapopan"
"LOMAS DL PARAISO 1","RAFAEL CARDENAS",290,44250,"Guadalajara"
"INDEPENDENCIA PTE","ROGELIO BACON",1676,44290,"Guadalajara"
"FRACC REAL DEL BOSQUE","CALLE CAMPO REA",371,45130,"zapopan"
"INDEPENDENCIA","ROGELIO BACON",2280,44290,"Guadalajara"
"LA HACIENDITA","SAN MARTIN",2341,45230,"zapopan"
"REAL DE TESISTAN","PASEO DE LA ARB",176,45200,"zapopan"
