"colonia","calle","No.Casa","C.P.","Ciudad"
"SAN CARLOS","LOS ANGELES",171,44460,"Guadalajara"
"JARDINES DE LA CRUZ","ISLA ASENCION",3108,44950,"Guadalajara"
"FRACC LOS PINOS","AV  COMPOSITORE",3850,45120,"zapopan"
"LAS AGUILAS","RIO TOMATLAN",800,45080,"zapopan"
"VILLA FONTANA DIAMANTE","AV LAS TORRES",1896,45200,"zapopan"
"SAN RAFAEL","CARLOS GONZALEZ",280,44810,"Guadalajara"
"LOMAS DL PARAISO 1","RAFAEL CARDENAS",290,44250,"Guadalajara"
"COLLY SITIO","ROMANA",6570,45036,"zapopan"
"REAL QUINTAS DEL VALLE","CIRCUITO REAL S",0,45138,"zapopan"
"BARRIO ANALCO","ABASOLO",147,44450,"Guadalajara"
"TETLAN","GIGANTES",108,44820,"Guadalajara"
"BARRANQUITAS","PINO SUAREZ",879,44270,"Guadalajara"
"MESA COLORADA PTE","ANAHUAC",52,45189,"zapopan"
"BATALLON SN PATRICIO","CALZADA INDEPEN",503,44300,"Guadalajara"
"FRACC PALERMO","MARINA",204,45200,"zapopan"
"MIRAMAR","BAHIA MAGDALENA",5,45060,"zapopan"
"ARENALES TAPATIOS","AV GUADALUPE",132,45066,"zapopan"
"LADRON DE GUEVARA","FRAY LUIS DE PA",443,44600,"Guadalajara"
"MESA DE LOS OCOTES","PASEO DE LOS PI",3153,45189,"zapopan"
"HUENTITAN EL BAJO","VOLCAN VIRGEN",182,44250,"Guadalajara"
"LOMAS DE MIRAMAR","PUERTO TAMPICO",80,45060,"zapopan"
"VILLAS SAN IGNACIO","PRIV LUIS G MON",337,45180,"zapopan"
"EL FORTIN","ALAMO",1359,45066,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE GRAFITO",8884,45200,"zapopan"
"CIUDAD GRANJA","CALZ DE LOS LA",164,45010,"zapopan"
"RINCONADA DL AUDITOR","ALBERTO CINTA",39,45180,"zapopan"
"DIVISION DL NTE ZAP","FRANCISCO VILLA",27,45180,"zapopan"
"SAN ANDRES","AVELINO M PRESA",3335,44810,"Guadalajara"
"SAN ANDRES","GOMEZ FARIAS",2319,44810,"Guadalajara"
"JARDINES  DEL BOSQUE","PLACERES",806,44520,"zapopan"
"HOGARES GUADALAJARA","CIRCUNVALACION",258,44340,"Guadalajara"
"PENAL","PEDRO CELESTINO",482,44730,"Guadalajara"
"DEL FRESNO","CIPRES",1738,44900,"Guadalajara"
"EJIDAL LOMA BONITA","PEDRO MORENO",3308,45085,"zapopan"
"FRACC MIRADOR D SN I","AV INDUSTRIA TE",2030,45133,"zapopan"
"TETLAN","JOSE RAMOS",4342,44820,"Guadalajara"
"REAL DE VALDEPE?S","RINCONADA DEL C",1327,45130,"zapopan"
"VILLAS SAN IGNACIO","PABLO QUIROGA",215,45180,"zapopan"
"EL HUMEDO","RIO ACAPONETA",2,45200,"zapopan"
"MARAVILLA","SANTA JULIA",1334,44700,"Guadalajara"
"MESA COLORADA PTE","DELLI",1825,45189,"zapopan"
"LA CAMPESINA","JOSE MARIA SARM",1488,44769,"Guadalajara"
"INDEPENDENCIA PTE","ROGELIO BACON",1676,44290,"Guadalajara"
"EL BRISE?","PASEO DE LA MAT",200,45236,"zapopan"
"EL BATAN","ALCALDE",288,45190,"zapopan"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"RESIDENCIAL GUADALUP","MISION SAN PATR",350,45030,"zapopan"
"CIUDAD DEL SOL","QUETZALCOATL",232,45050,"zapopan"
"SANTA TERESITA","ALFREDO CHAVERO",16,44600,"Guadalajara"
"U H FOVISSSTE ESTADI","LISBOA",28,44307,"Guadalajara"
"VIRREYES RESIDENCIAL","AV NACIONES UNI",6904,45110,"zapopan"
"COLINAS D LA PRIMAVE","CASCADA",147,45066,"zapopan"
"JARDINES DE LA CRUZ","ISLA MADAGASCAR",3111,44950,"Guadalajara"
"IXTLAHUACAN DEL RIO","HDA SAN MIGUEL",10,45260,"zapopan"
"LOMAS DL VALLE VI UN","CANCER",3992,45129,"zapopan"
"PRADOS TEPEYAC","PRADO DE LAS RO",308,45050,"zapopan"
"VILLA UNIVESITARIA","AV PATRIA",1446,45110,"zapopan"
"1RO DE MAYO 1A SECCI","CARLOS A CARRIL",527,44970,"Guadalajara"
"SAN ISIDRO EJIDAL","NUEVO MEXICO",250,45147,"zapopan"
"FRACC CUSPIDE","SENDA DEL OCOTE",22,45200,"zapopan"
"ZALATE II","OTILIO GONZALEZ",1116,44760,"Guadalajara"
"GENERAL REAL","PENSADOR MEXICA",1070,44400,"Guadalajara"
"LA AURORA","SALVADOR LOPEZ",1750,44790,"Guadalajara"
"REAL DE VALDEPE?S","CALLE G 1470 TO",1470,45130,"zapopan"
"SANTA ELENA","ASTURIAS",1581,44230,"Guadalajara"
"RESID LAS ARBOLEDAS","AURORA BOREAL N",4170,45070,"zapopan"
"RESIDENC LA ESTANCIA","WOLFANG AMADEUS",5552,45030,"zapopan"
"VALLE REAL","PASEO SAN ARTUR",685,45019,"zapopan"
"BLANCO Y CUELLAR","EMILIO RABAZA",2132,44730,"Guadalajara"
"CONJ LOMAS ALTAS","PASEO DEL ARCO",4098,45128,"zapopan"
"TALPITA","SANTO TOMAS",1786,44719,"Guadalajara"
"VALLE DE LOS MOLINOS","BERNA",75,45200,"zapopan"
"LA PALMITA","MANUEL GONZALEZ",518,45180,"zapopan"
"EL ARENAL","PROLONGACION SA",43,45350,"zapopan"
"RESIDENCIAL LA CRUZ","ISLA ABACO",3086,44950,"Guadalajara"
"LA HACIENDITA","SAN MARTIN",2341,45230,"zapopan"
"AGRICOLA","DALIA",138,45236,"zapopan"
"ARTESANOS","INDEPENDENCIA",919,44200,"Guadalajara"
"LA ESPERANZA","IGUALDAD",186,44300,"Guadalajara"
"LA ESTRADA","HIDALAGO",6,45200,"zapopan"
"RINCONADA DEL BOSQUE","AV ECONOMOS",6951,44510,"Guadalajara"
"HDA SAN ISIDRO","LA VILLA",455,45147,"zapopan"
"CANTARRANAS","MIGUEL BERNAL",3327,44829,"Guadalajara"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"FRACC CUSPIDE","SAN MATEO 1155",27,45200,"zapopan"
"EL MIRADOR","EMILIANO ZAPATA",780,44370,"Guadalajara"
"PARQUE REVOLUCION","AV MIGUEL HIDAL",469,44100,"Guadalajara"
"SANTA ANA TEPETITLAN","HIDALGO",35,45230,"zapopan"
"U H LAZARO CARDENAS","OTHON BLANCO CA",4087,44490,"Guadalajara"
"VALLE REAL","AV RAMON CORONA",2748,45019,"zapopan"
"MEZQUITAN COUNTRY","DIAGONAL NAJERA",1876,44260,"Guadalajara"
"FRACC REAL DEL BOSQUE","CALLE CAMPO REA",371,45130,"zapopan"
"EL CENTRO","JUAREZ",400,44100,"Guadalajara"
"FEDERALISMO","MONTE HIMALAYA",1416,44350,"Guadalajara"
"HIGUERILLAS","MARIANO RODRIGU",2669,44470,"Guadalajara"
"VALLARTA SAN JORGE","TUCIDIDES",156,44690,"Guadalajara"
"LOMAS DE MIRAMAR","PUERTO CHAMELA",314,45060,"zapopan"
"VICENTE GUERRERO","C CEDROS",15,45134,"zapopan"
"LA LOMA","LUIS PAEZ BROTC",1574,44410,"Guadalajara"
"RESIDENCIAL TESISTAN","PARQUE MEXICANO",150,45200,"zapopan"
"REAL DE VALDEPE?S","ALAMBIQUE",51,45130,"zapopan"
"SAN MARCOS","CANTERA",819,44330,"Guadalajara"
"LOMAS DEL CENTINELA","PASEO DEL OLMO",328,45187,"zapopan"
"AMERICANA","MEXICALLTZINGO",1944,44160,"Guadalajara"
"HERMOSA PROVIN ZO TE","TELEFONISTAS",3331,44770,"Guadalajara"
"VILLA FONTANA DIAMANTE","FUENTE BRILLANT",1730,45200,"zapopan"
"ARANDAS","HACIENDA LA ERR",1877,44720,"Guadalajara"
"LOS ALMENDROS","ANTONIO GARCIA",3912,44240,"Guadalajara"
"UNIDAD BELISARIO DOM","JOSE LUIS MORA",1212,44329,"Guadalajara"
"EL MANANTIAL S REFOR","AVDE LA PATRIA",202,44470,"Guadalajara"
