"colonia","calle","No.Casa","C.P.","Ciudad"
"LA ESPERANZA","IGUALDAD",186,44300,"Guadalajara"
"LAS AGUILAS","RIO TOMATLAN",800,45080,"zapopan"
"TETLAN","JOSE RAMOS",4342,44820,"Guadalajara"
"EL CENTINELA 2","HIDALGO",310,45187,"zapopan"
"ZALATE II","OTILIO GONZALEZ",1116,44760,"Guadalajara"
"FRACC, LOS MOLINOS","PLATA",70,45200,"zapopan"
"COUNTRY CLUB","AV JORGE ALVARE",1535,44610,"Guadalajara"
"REVOLUCION SEGUNDA SECCION","REVOLUCION",51,45200,"zapopan"
"HIGUERILLAS","MARIANO RODRIGU",2669,44470,"Guadalajara"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"ECHEVERRIA","JOSE ARTEAGA",2985,44970,"Guadalajara"
"LA FLORESTA DEL COLLI","BOULEVARD PUERT",5430,45116,"zapopan"
"LA ESTRADA","HIDALAGO",6,45200,"zapopan"
"OBLATOS PONIENTE","HACIENDA LA PUR",2415,44700,"Guadalajara"
"U H LAZARO CARDENAS","OTHON BLANCO CA",4087,44490,"Guadalajara"
"VILLAS SAN IGNACIO","PABLO QUIROGA",215,45180,"zapopan"
"SANTA MARIA","SAN MATEO",1407,44350,"Guadalajara"
"PARQUE INDUST EL ALA","FUNDICION",2131,44490,"Guadalajara"
"EL ARENAL","PROLONGACION SA",43,45350,"zapopan"
"CIUDAD DEL SOL","QUETZALCOATL",232,45050,"zapopan"
"CAMPO REAL","AV CAMPO REAL P",353,45134,"zapopan"
"MEZQUITAN COUNTRY","DIAGONAL NAJERA",1876,44260,"Guadalajara"
"EL COLLY URBANO I","VOLCAN VESUBIO",2321,45070,"zapopan"
"DIVISION DL NTE ZAP","FRANCISCO VILLA",27,45180,"zapopan"
"SAN VICENTE","PUERTO SOTO LA",2280,44330,"Guadalajara"
"U H EL SAUZ INF","JAIME TORRES B",3090,44987,"Guadalajara"
"OBLATOS PONIENTE","HACIENDA DE TAL",2191,44700,"Guadalajara"
"LA AURORA","SALVADOR LOPEZ",1750,44790,"Guadalajara"
"AMERICANA","COLONIAS",221,44160,"Guadalajara"
"BARRANQUITAS","PINO SUAREZ",879,44270,"Guadalajara"
"ARENALES TAPATIOS","CROMITA",69,45066,"zapopan"
"LADRON DE GUEVARA","FRAY LUIS DE PA",443,44600,"Guadalajara"
"CANTEROS","PRIVADA CANTERO",1564,45190,"zapopan"
"BLANCO Y CUELLAR","EMILIO RABAZA",2132,44730,"Guadalajara"
"OBLATOS PONIENTE","HACIENDA LA GAV",3208,44700,"Guadalajara"
"LA HACIENDITA","SAN MARTIN",2341,45230,"zapopan"
"MARAVILLA","MESA DEL NORTE",1272,44700,"Guadalajara"
"MIRAMAR","BAHIA MAGDALENA",5,45060,"zapopan"
"FRACC CUSPIDE","SAN MATEO 1155",27,45200,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE BRILLANT",1730,45200,"zapopan"
"PARQUES DE ZAPOPAN","OPALO",14,45138,"zapopan"
"JARDINES DE LA CRUZ","REYES CATOLICOS",2151,44950,"Guadalajara"
"FRACC PALERMO","MARINA",204,45200,"zapopan"
"ARANDAS","HACIENDA DEL CO",3363,44720,"Guadalajara"
"EL BRISE#O","CONSTELACION",7,45236,"zapopan"
"VISTA HERMOSA","VISTA BONITA",739,45189,"zapopan"
"VALENTIN GOMEZ FARIA","JUAN DE DIOS CO",12,44977,"Guadalajara"
"INDEPENDENCIA","ROGELIO BACON",2280,44290,"Guadalajara"
"MESA DE LOS OCOTES","PASEO DE LOS PI",3153,45189,"zapopan"
"BOSQUES D L VICTORIA","PENINSULA",2713,44540,"Guadalajara"
"RINCONADA DEL BOSQUE","AV ECONOMOS",6951,44510,"Guadalajara"
"LOMAS DEL PRADERO","AV PRESIDENTE",2235,44840,"Guadalajara"
"VALLE REAL","AV RAMON CORONA",2748,45019,"zapopan"
"RINCONADA DE HUENTITAN","JUAN CARRASCO",5234,44250,"Guadalajara"
"GENERAL REAL","MARCONI",17,44400,"Guadalajara"
"VALLE DE LOS MOLINOS","BERNA",75,45200,"zapopan"
"SANTA ELENA","ASTURIAS",1581,44230,"Guadalajara"
"HOGARES GUADALAJARA","CIRCUNVALACION",258,44340,"Guadalajara"
"HUENTITAN EL BAJO","VOLCAN FUJIYAMA",4413,44250,"Guadalajara"
"REAL QUINTAS DEL VALLE","CIRCUITO REAL S",0,45138,"zapopan"
"MORELOS","PELICANO",1272,44910,"Guadalajara"
"JARDINES  DEL BOSQUE","PLACERES",806,44520,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE GRAFITO",8884,45200,"zapopan"
