"colonia","calle","No.Casa","C.P.","Ciudad"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"LINDAVISTA","ALLENDE",216,45169,"zapopan"
"SAN ANDRES","CALLE B",165,44810,"Guadalajara"
"VALENTIN GOMEZ FARIA","JUAN DE DIOS CO",12,44977,"Guadalajara"
"FRACC JARDINES DE BELEN","TORONJA",41,45200,"zapopan"
"VISTA HERMOSA","VISTA BONITA",739,45189,"zapopan"
"LA FLORESTA DEL COLLI","BOULEVARD PUERT",26,45116,"zapopan"
"REAL DE TESISTAN","PRIVADA EMILIAN",28,45200,"zapopan"
"LOMAS DE POLANCO","RAMON ALCORTA",1597,44960,"Guadalajara"
"PARAISOS DEL COLLY","GALEANA",1068,45069,"zapopan"
"MIGUEL HIDALGO","15 DE SEPTIEMBR",3017,45186,"zapopan"
"LA PALMITA","MANUEL GONZALEZ",518,45180,"zapopan"
"MESA DE LOS OCOTES","PASEO DE LOS PI",3153,45189,"zapopan"
"EL ARENAL","PROLONGACION SA",43,45350,"zapopan"
"ARENALES TAPATIOS","DIAMANTE",114,45066,"zapopan"
"UNIDAD MEXICO","CDA QUERETARO",278,45120,"zapopan"
"EL COLLY URBANO I","VOLCAN VESUBIO",2321,45070,"zapopan"
"LOMAS DE POLANCO","JOSE CARRILLO",3528,44960,"Guadalajara"
"JARDINES DE STA ISAB","COMBATE DE SACR",228,44300,"Guadalajara"
"AMERICANA","MEXICALLTZINGO",1944,44160,"Guadalajara"
"LA VENTA DEL ASTILLE","JILGEROS",33,45221,"zapopan"
"CANTEROS","PRIVADA CANTERO",1564,45190,"zapopan"
"SAN CARLOS","LOS ANGELES",171,44460,"Guadalajara"
"JARDINES DEL NILO","MANUEL RIVERA C",2818,44860,"Guadalajara"
"EL BATAN","ANDADOR AGUA AZ",44,45190,"zapopan"
"TETLAN","AURELIA GUEVARA",3518,44820,"Guadalajara"
"TRANSITO","AV CIRCUNVALANC",479,44298,"Guadalajara"
"SAN VICENTE","MONTES MARCIANO",2173,44330,"Guadalajara"
"TALPITA","SANTO TOMAS",1786,44719,"Guadalajara"
"FRACC CUSPIDE","VALLE DE TESIST",198,45200,"zapopan"
"UNIDAD BELISARIO DOM","JOSE LUIS MORA",1212,44329,"Guadalajara"
"LAS AGUILAS","RIO TOMATLAN",800,45080,"zapopan"
"MEZQUITAN COUNTRY","DIAGONAL NAJERA",1876,44260,"Guadalajara"
"DIVISION DEL NORTE","SILVINA REMBOA",3050,44230,"Guadalajara"
"OBLATOS","AV JUAN PABLO L",3165,44700,"Guadalajara"
"ARENALES TAPATIOS","CROMITA",69,45066,"zapopan"
"EL MIRADOR","EMILIANO ZAPATA",780,44370,"Guadalajara"
"JARDINES DE LA CRUZ","ISLA ASENCION",3108,44950,"Guadalajara"
"LA PERLA","PEDRO LANDAZURI",733,44360,"Guadalajara"
"VILLA FONTANA DIAMANTE","AV JADE",86,45200,"zapopan"
"MESA COLORADA PTE","DELLI",1825,45189,"zapopan"
"VALLARTA SAN JORGE","TUCIDIDES",156,44690,"Guadalajara"
"EL BATAN","ALCALDE",288,45190,"zapopan"
"BENITO JUAREZ","ADOLFO LOPEZ MA",4754,45199,"zapopan"
"JARDINES DE LA PAZ","TEJEDORES",569,44860,"Guadalajara"
"LADRON DE GUEVARA","AVENIDA AMERICA",620,44600,"Guadalajara"
"CIUDAD DEL SOL","QUETZALCOATL",232,45050,"zapopan"
"INF LA TUZANIA","CAPULINES",40,45138,"zapopan"
"OBLATOS PONIENTE","HACIENDA DE LAS",2299,44700,"Guadalajara"
"BOSQUE ESCONDIDO","PASEO DE LOS AL",10,45180,"zapopan"
"NUEVO MEXICO","6 DE ENERO",3239,45138,"zapopan"
"RINCONADA DEL BOSQUE","AV ECONOMOS",6951,44510,"Guadalajara"
"RANCHO NUEVO","DOMINGO RAMIRE",1150,44240,"Guadalajara"
"MIRAMAR","BAHIA MAGDALENA",5,45060,"zapopan"
"TETLAN","JOSE RAMOS",4342,44820,"Guadalajara"
"FRACC LOS PINOS","AV  COMPOSITORE",3850,45120,"zapopan"
"RESIDENCIAL GUADALUP","MISION SAN PATR",350,45030,"zapopan"
"OBLATOS","BATALLA DE IZUC",2508,44700,"Guadalajara"
"OBLATOS PONIENTE","HACIENDA LA GAV",3208,44700,"Guadalajara"
"LA CAMPESINA","JOSE MARIA SARM",1488,44769,"Guadalajara"
"MIRAVALLE","MAURICIO CAMPOS",512,44990,"Guadalajara"
"GARIBAY","DAMASCO",785,44750,"Guadalajara"
"INDEPENDENCIA","ROGELIO BACON",2280,44290,"Guadalajara"
"EL CENTRO","JUAREZ",400,44100,"Guadalajara"
"ECHEVERRIA","JOSE ROJO",958,44970,"Guadalajara"
"VILLA FONTANA DIAMANTE","ARENISCA",1896,45200,"zapopan"
"VIRREYES RESIDENCIAL","AV NACIONES UNI",6904,45110,"zapopan"
"BALCONES DE OBLATOS","HACIENDA DEL CA",2275,44720,"Guadalajara"
"VILLAS SAN IGNACIO","PABLO QUIROGA",215,45180,"zapopan"
"EL ZAPOTE","TEZOZOMOC",4357,45050,"zapopan"
"LA FLORESTA DEL COLLI","BOULEVARD PUERT",5430,45116,"zapopan"
"LA MARTINICA","PASEO DE LOS AL",79,45185,"zapopan"
"5 DE MAYO","RAMON MARQUEZ",362,44970,"Guadalajara"
"JARDINES DE LA CRUZ","REYES CATOLICOS",2151,44950,"Guadalajara"
"LA MOJONERA","DE BARAJAS",425,45134,"zapopan"
"ZALATE II","OTILIO GONZALEZ",1116,44760,"Guadalajara"
"JARDINES DE STA ISAB","STA MARTHA",3165,44300,"Guadalajara"
"REAL QUINTAS DEL VALLE","CIRCUITO REAL S",0,45138,"zapopan"
"CAMPO REAL","AV CAMPO REAL P",353,45134,"zapopan"
"VICTOR HUGO","PRIVADA COLON",150,45190,"zapopan"
"PARQUE REVOLUCION","AV MIGUEL HIDAL",469,44100,"Guadalajara"
"EL BRISE?","PASEO DE LA MAT",200,45236,"zapopan"
"OBLATOS PONIENTE","HDA LAS CRUCES",2158,44700,"Guadalajara"
"INDEPENDENCIA","ROGELIO BACON",2280,44290,"Guadalajara"
"LA FLORIDA","FLORAL",15,45234,"zapopan"
"INF LA TUZANIA","AND OYAMELES",1124,45138,"zapopan"
"MORELOS","CISNE",1332,44910,"Guadalajara"
