"colonia","calle","No.Casa","C.P.","Ciudad"
"TETLAN","AURELIA GUEVARA",3518,44820,"Guadalajara"
"ECHEVERRIA","JOSE ARTEAGA",2985,44970,"Guadalajara"
"ELECTRICISTAS","RAMOS ARIZPE",451,44810,"Guadalajara"
"UNIDAD JARDINES SEAT","JARDINES DE LOS",1233,45180,"zapopan"
"RANCHO NUEVO","CELERINO NAVARR",4135,44240,"zapopan"
"MODERNA","AV ESPANA",1092,44190,"Guadalajara"
"REVOLUCION SEGUNDA SECCION","REVOLUCION",51,45200,"zapopan"
"HUENTITAN EL BAJO","VOLCAN MAIPO",340,44250,"Guadalajara"
"LOMAS DL VALLE VI UN","CANCER",3992,45129,"zapopan"
"MARAVILLA","SANTA JULIA",1334,44700,"Guadalajara"
"EL CARMEN","FRANCISCO MARCO",2616,44980,"Guadalajara"
"BEATRIZ HERNANDEZ","MARGARITA GUTIE",3497,44760,"Guadalajara"
"ARANDAS","HACIENDA LA ERR",1877,44720,"Guadalajara"
"SAN VICENTE","PUERTO SOTO LA",2280,44330,"Guadalajara"
"RESIDENCIAL LA CRUZ","ISLA ABACO",3086,44950,"Guadalajara"
"BOSQUES D L VICTORIA","PENINSULA",2713,44540,"Guadalajara"
"FEDERALISMO","MONTE HIMALAYA",1416,44350,"Guadalajara"
"PRADOS TEPEYAC","PRADO DE LAS RO",308,45050,"zapopan"
"VICENTE GUERRERO","C CEDROS",15,45134,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE BRILLANT",1730,45200,"zapopan"
"MIRAVALLE","JOSE JARAMILLO",526,44990,"Guadalajara"
"JARDINES DEL COUNTRY","ENRIQUE DIAZ DE",2336,44210,"Guadalajara"
"LA FLORIDA","FLORAL",15,45234,"zapopan"
"GENERAL REAL","PENSADOR MEXICA",1070,44400,"Guadalajara"
"AGRICOLA","DALIA",138,45236,"zapopan"
"FRACC CUSPIDE","SAN MATEO 1155",27,45200,"zapopan"
"PRADOS TEPEYAC","PRADO DE LAS GA",4468,45050,"zapopan"
"PENAL","PEDRO CELESTINO",482,44730,"Guadalajara"
"OBLATOS PONIENTE","HACIENDA LA GAV",3208,44700,"Guadalajara"
"U H ATLAS","RIO VOLGA",1386,44870,"Guadalajara"
"LOMAS DE RIO VERDE","DEMOSTENES",3550,44720,"Guadalajara"
"SANTA ROSA","MELQUIADES CAMP",2289,44700,"Guadalajara"
"SAN JUAN BOSCO","FELIX BERNARDEL",428,44730,"Guadalajara"
"VILLAS SAN IGNACIO","PABLO QUIROGA",215,45180,"zapopan"
"SANTA ANA TEPETITLAN","HIDALGO",35,45230,"zapopan"
"EL FORTIN","ALAMO",1359,45066,"zapopan"
"LADRON DE GUEVARA","AVENIDA MEXICO",2582,44600,"Guadalajara"
"VALENTIN GOMEZ FARIA","JUAN DE DIOS CO",12,44977,"Guadalajara"
"BOSQUE ESCONDIDO","PASEO DE LOS AL",10,45180,"zapopan"
"MORELOS","PELICANO",1272,44910,"Guadalajara"
"VILLA UNIVESITARIA","AV PATRIA",1446,45110,"zapopan"
"EL ARENAL","PROLONGACION SA",43,45350,"zapopan"
"LOMAS DL PARAISO 1","RAFAEL CARDENAS",290,44250,"Guadalajara"
"EL BATAN","ANDADOR AGUA AZ",44,45190,"zapopan"
"MESA COLORADA PTE","NABO",543,45189,"zapopan"
"INDIGENA D MEZQUITAN","18 DE MARZO",409,45190,"zapopan"
"TABACHINES","PASEO DE LOS CH",3040,45188,"zapopan"
"SAN ISIDRO EJIDAL","NUEVO MEXICO",250,45147,"zapopan"
"CIUDAD GRANJA","CALZ DE LOS LA",164,45010,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE GRAFITO",8884,45200,"zapopan"
