"colonia","calle","No.Casa","C.P.","Ciudad"
"SAN VICENTE","MONTES MARCIANO",2173,44330,"Guadalajara"
"HELIODORO HERNANDEZ","CELIA PACHECO",3713,44720,"Guadalajara"
"JARDINES  DEL BOSQUE","PLACERES",806,44520,"zapopan"
"RESIDENCIAL TESISTAN","PARQUE MEXICANO",150,45200,"zapopan"
"GENERAL REAL","MARCONI",17,44400,"Guadalajara"
"VILLAS SAN IGNACIO","PRIV LUIS G MON",337,45180,"zapopan"
"FRACC JARDINES DE BELEN","TORONJA",41,45200,"zapopan"
"AGRICOLA","OBELISCO",138,45236,"zapopan"
"INF LA TUZANIA","AND OYAMELES",1124,45138,"zapopan"
"BUGAMBILIAS","PASEO DE LA VIC",4952,45238,"zapopan"
"LADRON DE GUEVARA","AVENIDA MEXICO",2582,44600,"Guadalajara"
"VISTA HERMOSA","VISTA BONITA",739,45189,"zapopan"
"EL ARENAL","CUAUHTEMOC",132,45350,"zapopan"
"SANTA ELENA","ASTURIAS",1581,44230,"Guadalajara"
"18 DE MARZO","FAJA DE ORO",1783,44960,"Guadalajara"
"COLINAS DE ATEMAJAC","AV AURELIO ORTE",1176,45170,"zapopan"
"OBLATOS PONIENTE","HACIENDA DE TAL",2191,44700,"Guadalajara"
"LOMAS DE MIRAMAR","URANIO",31,45060,"zapopan"
"LOMAS DE MIRAMAR","PUERTO CHAMELA",314,45060,"zapopan"
"U. H. BENITO JUAREZ II","CREDITO",4049,44770,"Guadalajara"
"FRACC MIRADOR D SN I","AV INDUSTRIA TE",2030,45133,"zapopan"
"LOMAS DEL PRADERO","AV PRESIDENTE",2235,44840,"Guadalajara"
"MESA DE LOS OCOTES","PASEO DE LOS PI",3153,45189,"zapopan"
"PARQUE INDUST EL ALA","FUNDICION",2131,44490,"Guadalajara"
"ELECTRICISTAS","RAMOS ARIZPE",451,44810,"Guadalajara"
"AMERICANA","MEXICALLTZINGO",1944,44160,"Guadalajara"
"SAN JUAN DE OCOTAN","MIGUEL MIRAMON",13,45019,"zapopan"
"VILLAS SAN IGNACIO","PABLO QUIROGA",215,45180,"zapopan"
"SAN CARLOS","LOS ANGELES",171,44460,"Guadalajara"
"POLANQUITO","MIGUEL MACIAS",3653,44969,"Guadalajara"
"JARDINES DEL NILO","HERNANDO ALVARA",3254,44860,"Guadalajara"
"MIGUEL HIDALGO","15 DE SEPTIEMBR",3017,45186,"zapopan"
"FRACC, LOS MOLINOS","CTO OBSIDIANA",39,45200,"zapopan"
"LOS ROBLES","CALLE LOS ROBLE",395,45134,"zapopan"
"RINCONADA DEL BOSQUE","AV ECONOMOS",6951,44510,"Guadalajara"
"HIGUERILLAS","MARIANO RODRIGU",2669,44470,"Guadalajara"
"EL ARENAL","PROLONGACION SA",43,45350,"zapopan"
"VALLE REAL","AV RAMON CORONA",2748,45019,"zapopan"
"DIVISION DEL NORTE","SILVINA REMBOA",3050,44230,"Guadalajara"
"RESIDENCIAL TESISTAN","AV SAN MATEO",1115,45200,"zapopan"
"LA MOJONERA","DE BARAJAS",425,45134,"zapopan"
"JARDINES DEL NILO","MANUEL RIVERA C",2818,44860,"Guadalajara"
"LAGOS D OTE ZONA TET","LICURGO",336,44770,"Guadalajara"
"VILLA FONTANA DIAMANTE","FUENTE GRAFITO",8884,45200,"zapopan"
"MIRAMAR","BAHIA MAGDALENA",5,45060,"zapopan"
"JARDINES DE STA ISAB","COMBATE DE SACR",228,44300,"Guadalajara"
"HDA SAN ISIDRO","LA VILLA",455,45147,"zapopan"
"VALENTIN GOMEZ FARIA","JUAN DE DIOS CO",12,44977,"Guadalajara"
"SANTA ANA TEPETITLAN","HIDALGO",35,45230,"zapopan"
"MODERNA","AV ESPANA",1092,44190,"Guadalajara"
"CONDOMINIO MALAGA","AV CENTRAL",1351,45117,"zapopan"
"TETLAN","JOSE RAMOS",4342,44820,"Guadalajara"
"JARDINES DE LA PAZ","TEJEDORES",569,44860,"Guadalajara"
"ARTESANOS","INDEPENDENCIA",919,44200,"Guadalajara"
"AYUNTAMIENTO","BERNARDO DE BAL",1170,44620,"Guadalajara"
"FRACC REAL DEL BOSQUE","BERROCAL",449,45130,"zapopan"
"EL BATAN","ALCALDE",288,45190,"zapopan"
"MESA COLORADA PTE","ANAHUAC",52,45189,"zapopan"
"18 DE MARZO","NATIVIDAD MACIA",1326,44960,"Guadalajara"
"U H LAZARO CARDENAS","OTHON BLANCO CA",4087,44490,"Guadalajara"
"JARDINES DE LOS POET","JOSE FERNANDEZ",3365,44820,"Guadalajara"
"EL MIRADOR","EMILIANO ZAPATA",780,44370,"Guadalajara"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"LOMAS DE RIO VERDE","DEMOSTENES",3550,44720,"Guadalajara"
"BALCONES DE OBLATOS","ROSA RODRIGUEZ",3876,44720,"Guadalajara"
"FEDERALISMO","MONTE HIMALAYA",1416,44350,"Guadalajara"
"MEZQUITAN COUNTRY","DIAGONAL NAJERA",1876,44260,"Guadalajara"
