"colonia","calle","No.Casa","C.P.","Ciudad"
"18 DE MARZO","FAJA DE ORO",1783,44960,"Guadalajara"
"EL CENTRO","JUAREZ",400,44100,"Guadalajara"
"LA ESTRADA","HIDALAGO",6,45200,"zapopan"
"HIGUERILLAS","MARIANO RODRIGU",2669,44470,"Guadalajara"
"JARDINES DEL COUNTRY","ENRIQUE DIAZ DE",2336,44210,"Guadalajara"
"SAN ANDRES","CALLE B",165,44810,"Guadalajara"
"U H FOVISSSTE ESTADI","LISBOA",28,44307,"Guadalajara"
"TALPITA","SANTO TOMAS",1786,44719,"Guadalajara"
"VISTA HERMOSA","AV VISTA HERMO",3763,45189,"zapopan"
"CONJ LOMAS ALTAS","PASEO DEL ARCO",4098,45128,"zapopan"
"LA MARTINICA","PASEO DE LOS AL",79,45185,"zapopan"
"ARTESANOS","INDEPENDENCIA",919,44200,"Guadalajara"
"EJIDAL LOMA BONITA","PEDRO MORENO",3308,45085,"zapopan"
"TABACHINES","PASEO DE LOS CH",3040,45188,"zapopan"
"EL BRISE?","PASEO DE LA MAT",200,45236,"zapopan"
"REAL DE VALDEPE?S","RINCONADA DEL C",1327,45130,"zapopan"
"ARENALES TAPATIOS","DIAMANTE",114,45066,"zapopan"
"CAMPO REAL","AV CAMPO REAL P",353,45134,"zapopan"
"VICTOR HUGO","PRIVADA COLON",150,45190,"zapopan"
"AGRICOLA","DALIA",138,45236,"zapopan"
"MORELOS","CISNE",1332,44910,"Guadalajara"
"LOMAS DEL GALLO","FERNANDO SOLIS",1338,44760,"Guadalajara"
"RESIDENCIAL AZALEAS","SERVIDOR PUBLIC",1425,45230,"zapopan"
"LOMAS DEL PRADERO","AV PRESIDENTE",2235,44840,"Guadalajara"
"PASEOS DEL BRISE#O","PASEOS DE LOS I",1,45236,"zapopan"
"UNIDAD BELISARIO DOM","JOSE LUIS MORA",1212,44329,"Guadalajara"
"ALTAMIRA","AV AMERICA",580,45160,"zapopan"
"MEZQUITAN COUNTRY","DIAGONAL NAJERA",1876,44260,"Guadalajara"
"COLINAS DE ATEMAJAC","AV AURELIO ORTE",1176,45170,"zapopan"
"AMERICANA","MEXICALLTZINGO",1944,44160,"Guadalajara"
"EL ZAPOTE","TEZOZOMOC",4357,45050,"zapopan"
"GUADALUPANA","CELEDONIO PADIL",2162,44220,"Guadalajara"
"REAL DE TESISTAN","PASEO DE LA ARB",176,45200,"zapopan"
"HUENTITAN EL BAJO","VOLCAN VIRGEN",182,44250,"Guadalajara"
"PANORAMICA HUENTITAN","CALZADA",4500,44259,"Guadalajara"
"CIRCUNVAL VALLARTA","REFORMA",2749,44680,"Guadalajara"
"GENERAL REAL","MARCONI",17,44400,"Guadalajara"
"BUGAMBILIAS","PASEO DE LA VIC",4952,45238,"zapopan"
"MARAVILLA","MESA DEL NORTE",1272,44700,"Guadalajara"
"LA LOMA","LUIS PAEZ BROTC",1574,44410,"Guadalajara"
"JARDINES D NVO MEXIC","SEGUNDA NORTE",5699,45138,"zapopan"
"VALLE DE LOS MOLINOS","BERNA",75,45200,"zapopan"
"LOS ROBLES","CALLE LOS ROBLE",395,45134,"zapopan"
"MESA DE LOS OCOTES","BETABEL",23,45189,"zapopan"
"JARDINES  DEL BOSQUE","PLACERES",806,44520,"zapopan"
"JARDINES DE LA PAZ","TEJEDORES",569,44860,"Guadalajara"
"JARDINES DE LA CRUZ","REYES CATOLICOS",2151,44950,"Guadalajara"
"FRACC CUSPIDE","SAN MATEO 1155",27,45200,"zapopan"
"FRACC REAL DEL BOSQUE","BERROCAL",449,45130,"zapopan"
"VICENTE GUERRERO","C CEDROS",15,45134,"zapopan"
"COPALITA","AV AMARANTO",175,45200,"zapopan"
"VILLA DE GUADALUPE II","PABLO HIPOLITO",45,45189,"zapopan"
"MODERNA","AV ESPANA",1092,44190,"Guadalajara"
"HERMOSA PROVIN ZO TE","TELEFONISTAS",3331,44770,"Guadalajara"
"FRACC MIRADOR D SN I","AV INDUSTRIA TE",2030,45133,"zapopan"
"12 DE DICIEMBRE","TRUENO",260,45068,"zapopan"
"VALENTIN GOMEZ FARIA","JUAN DE DIOS CO",12,44977,"Guadalajara"
"MIGUEL HIDALGO","15 DE SEPTIEMBR",3017,45186,"zapopan"
"SANTA ANA TEPETITLAN","HIDALGO",35,45230,"zapopan"
"LA ESPERANZA","IGUALDAD",186,44300,"Guadalajara"
"TABACHINES","PASEO DE LOS AV",3101,45188,"zapopan"
"REAL QUINTAS DEL VALLE","CIRCUITO REAL S",0,45138,"zapopan"
"PRADOS  GUADALUPE","G ROSSINI",428,45030,"zapopan"
"JARDINES DE LA CRUZ","ISLA ASENCION",3108,44950,"Guadalajara"
"JARDINES DE LOS POET","JOSE FERNANDEZ",3365,44820,"Guadalajara"
"EL BATAN","ANDADOR AGUA AZ",44,45190,"zapopan"
"LA AURORA","SALVADOR LOPEZ",1750,44790,"Guadalajara"
"COUNTRY CLUB","AV JORGE ALVARE",1535,44610,"Guadalajara"
"MIRAMAR","BAHIA MAGDALENA",5,45060,"zapopan"
"SAN JUAN DE OCOTAN","MIGUEL MIRAMON",13,45019,"zapopan"
"ARTESANOS","GENERAL EULOGIO",712,44200,"Guadalajara"
"JARDINES DE STA ISAB","STA MARTHA",3165,44300,"Guadalajara"
"FRACC HACIENDA LAS PALOMAS","CALLE DEL AGUA",365,45200,"zapopan"
"OBLATOS PONIENTE","HACIENDA DE TAL",2191,44700,"Guadalajara"
"VIGIA I","HERRADURA",242,45140,"zapopan"
"TETLAN","JOSE RAMOS",4342,44820,"Guadalajara"
"FRACC JARDINES DE BELEN","TORONJA",41,45200,"zapopan"
"VALENTIN GOMEZ FARIA","CANUTO ELIAS",3414,44977,"Guadalajara"
"LOMAS DEL REFUGIO","AGUA PRIETA",111,45186,"zapopan"
"BARRIO ANALCO","ABASOLO",147,44450,"Guadalajara"
"FRACC CUSPIDE","SENDA DEL OCOTE",22,45200,"zapopan"
"DIVISION DEL NORTE","BENEDICTO LOPEZ",399,44230,"Guadalajara"
"HOGARES GUADALAJARA","CIRCUNVALACION",258,44340,"Guadalajara"
"CIUDAD GRANJA","CALZ DE LOS LA",164,45010,"zapopan"
"UNIDAD MEXICO","CDA QUERETARO",278,45120,"zapopan"
"U H ATLAS","RIO VOLGA",1386,44870,"Guadalajara"
"VILLA FONTANA DIAMANTE","FUENTE BRILLANT",1730,45200,"zapopan"
"DIVISION DEL NORTE","TERUEL",3693,44230,"Guadalajara"
"LOMAS DE MIRAMAR","PUERTO TAMPICO",80,45060,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE GRAFITO",8884,45200,"zapopan"
"VIRREYES RESIDENCIAL","AV NACIONES UNI",6904,45110,"zapopan"
"SANTA MARIA","SAN MATEO",1407,44350,"Guadalajara"
"OBREROS D L CONSTRUC","ABEDUL",274,44900,"Guadalajara"
"NUEVO MEXICO","COPALITA",2711,45138,"zapopan"
"LA PERLA","PEDRO LANDAZURI",733,44360,"Guadalajara"
"PARQUES DE ZAPOPAN","OPALO",14,45138,"zapopan"
"JARDINES DE STA ISAB","COMBATE DE SACR",228,44300,"Guadalajara"
"PENAL","PEDRO CELESTINO",482,44730,"Guadalajara"
"SAN VICENTE","PUERTO SOTO LA",2280,44330,"Guadalajara"
"RINCONADA DE HUENTITAN","JUAN CARRASCO",5234,44250,"Guadalajara"
"EL CENTINELA 2","HIDALGO",310,45187,"zapopan"
"HOGARES D NVO MEXICO","AV AVIACION",36,45138,"zapopan"
"LA FLORESTA DEL COLLI","BOULEVARD PUERT",26,45116,"zapopan"
"COLLY SITIO","ROMANA",6570,45036,"zapopan"
"VILLA UNIVESITARIA","AV PATRIA",1446,45110,"zapopan"
"OBLATOS PONIENTE","HACIENDA LA PUR",2415,44700,"Guadalajara"
"SAN CARLOS","LOS ANGELES",171,44460,"Guadalajara"
"LOMAS DE MIRAMAR","URANIO",31,45060,"zapopan"
"ARANDAS","HACIENDA DEL CO",3363,44720,"Guadalajara"
"AGRICOLA","DALIA",138,45236,"zapopan"
"BOSQUE ESCONDIDO","PASEO DE LOS AL",10,45180,"zapopan"
"JARDINES D NVO MEXIC","SEXTA PTE",535,45138,"zapopan"
"LOMAS DEL PARADERO","LUIS QUINTANAR",746,44840,"Guadalajara"
"RNDA DE PAZ","ALBANILES",543,44860,"Guadalajara"
"FRACC, LOS MOLINOS","CTO OBSIDIANA",39,45200,"zapopan"
"SANTA TERESITA","ALFREDO CHAVERO",16,44600,"Guadalajara"
"SAN RAFAEL","CARLOS GONZALEZ",280,44810,"Guadalajara"
"MARAVILLA","SANTA JULIA",1334,44700,"Guadalajara"
"LA AURORA","JARDINES DE BAB",20,44790,"Guadalajara"
"FRACC, LOS MOLINOS","PLATA",70,45200,"zapopan"
"OBLATOS PONIENTE","HDA LAS CRUCES",2158,44700,"Guadalajara"
"RINCONADA DL AUDITOR","ALBERTO CINTA",39,45180,"zapopan"
"OBLATOS PONIENTE","HACIENDA LA GAV",3208,44700,"Guadalajara"
"GARIBAY","DAMASCO",785,44750,"Guadalajara"
"COLINAS D LA PRIMAVE","CASCADA",147,45066,"zapopan"
"EL BRISE#O","CONSTELACION",7,45236,"zapopan"
"INF LA TUZANIA","AV DE LAS PALME",1246,45138,"zapopan"
"U H EL ZALATE","JOSE FERNANDEZ",1123,44760,"Guadalajara"
"INF LA TUZANIA","AND OYAMELES",1124,45138,"zapopan"
"LA MOJONERA","DE BARAJAS",425,45134,"zapopan"
"RINCONADA DEL BOSQUE","AV ECONOMOS",6951,44510,"Guadalajara"
"JARDINES DE LA CRUZ","AV ISALA RAZA",2460,44950,"Guadalajara"
"ARENALES TAPATIOS","AV GUADALUPE",132,45066,"zapopan"
"MESA COLORADA PTE","DELLI",1825,45189,"zapopan"
"EL FORTIN","ALAMO",1359,45066,"zapopan"
"RESIDENCIAL TESISTAN","AV SAN MATEO",1115,45200,"zapopan"
"ZALATE II","OTILIO GONZALEZ",1116,44760,"Guadalajara"
"1RO DE MAYO 1A SECCI","CARLOS A CARRIL",527,44970,"Guadalajara"
"HDA SAN ISIDRO","LA VILLA",455,45147,"zapopan"
"VISTA HERMOSA","VISTA BONITA",739,45189,"zapopan"
"5 DE MAYO","RAMON MARQUEZ",362,44970,"Guadalajara"
"ARANDAS","HACIENDA LA ERR",1877,44720,"Guadalajara"
"HELIODORO HERNANDEZ","MIGUEL SANCHEZ",3789,44720,"Guadalajara"
"ARENALES TAPATIOS","CROMITA",69,45066,"zapopan"
"BLANCO Y CUELLAR","EMILIO RABAZA",2132,44730,"Guadalajara"
"FRACC PALERMO","MARINA",204,45200,"zapopan"
"RESIDENC LA ESTANCIA","WOLFANG AMADEUS",5552,45030,"zapopan"
"SANTA ELENA","ASTURIAS",1581,44230,"Guadalajara"
"PRADOS TEPEYAC","PRADO DE LAS GA",4468,45050,"zapopan"
"INDIGENA D MEZQUITAN","18 DE MARZO",409,45190,"zapopan"
"HERMOSA PROVIN ZO TE","ARQUIMIDES",630,44770,"Guadalajara"
"LAS AGUILAS","RIO TOMATLAN",800,45080,"zapopan"
"LOMAS DE RIO VERDE","DEMOSTENES",3550,44720,"Guadalajara"
"EL CARMEN","FRANCISCO MARCO",2616,44980,"Guadalajara"
"EL MANANTIAL S REFOR","AVDE LA PATRIA",202,44470,"Guadalajara"
"CIUDAD DEL SOL","QUETZALCOATL",232,45050,"zapopan"
"LINDAVISTA","ALLENDE",216,45169,"zapopan"
"RINCONADA DE HUENTITAN","JOSE MARIA CANA",5128,44250,"Guadalajara"
"VILLA FONTANA DIAMANTE","AV JADE",86,45200,"zapopan"
"EL ARENAL","PROLONGACION SA",43,45350,"zapopan"
"MARAVILLA","HACIENDA DE GUA",1124,44700,"Guadalajara"
"BEATRIZ HERNANDEZ","MARGARITA GUTIE",3497,44760,"Guadalajara"
