"colonia","calle","No.Casa","C.P.","Ciudad"
"1RO DE MAYO 1A SECCI","CARLOS A CARRIL",527,44970,"Guadalajara"
"MESA COLORADA PTE","NABO",543,45189,"zapopan"
"JARDINES D NVO MEXIC","SEXTA PTE",535,45138,"zapopan"
"VILLA FONTANA DIAMANTE","FUENTE GRAFITO",8884,45200,"zapopan"
"COPALITA","AV AMARANTO",175,45200,"zapopan"
"COLINAS DEL REY","AV TORREMOLINOS",3500,45130,"zapopan"
"VIRREYES RESIDENCIAL","AV NACIONES UNI",6904,45110,"zapopan"
"LOMAS DEL REFUGIO","AGUA PRIETA",111,45186,"zapopan"
"MESA COLORADA PTE","ANAHUAC",52,45189,"zapopan"
"LA HACIENDITA","SAN MARTIN",2341,45230,"zapopan"
"12 DE DICIEMBRE","TRUENO",260,45068,"zapopan"
"U. H. BENITO JUAREZ II","CREDITO",4049,44770,"Guadalajara"
"BATALLON SN PATRICIO","CALZADA INDEPEN",503,44300,"Guadalajara"
"BLANCO Y CUELLAR","EMILIO RABAZA",2132,44730,"Guadalajara"
"JARDINES  DEL BOSQUE","PLACERES",806,44520,"zapopan"
"ALTAMIRA","AV AMERICA",580,45160,"zapopan"
"MORELOS","PELICANO",1272,44910,"Guadalajara"
"JARDINES DE LA PAZ","TEJEDORES",569,44860,"Guadalajara"
"HDA SAN ISIDRO","LA VILLA",455,45147,"zapopan"
"EL BRISE#O","CONSTELACION",7,45236,"zapopan"
"NUEVO MEXICO","6 DE ENERO",3239,45138,"zapopan"
"RESIDENC LA ESTANCIA","WOLFANG AMADEUS",5552,45030,"zapopan"
"JARDINES DE STA ISAB","COMBATE DE SACR",228,44300,"Guadalajara"
"MORELOS","CISNE",1332,44910,"Guadalajara"
"OBLATOS PONIENTE","HACIENDA LA PUR",2415,44700,"Guadalajara"
"ARTESANOS","GENERAL EULOGIO",712,44200,"Guadalajara"
"HOGARES D NVO MEXICO","AV AVIACION",36,45138,"zapopan"
"RANCHO NUEVO","CELERINO NAVARR",4135,44240,"zapopan"
"SANTA ELENA","ASTURIAS",1581,44230,"Guadalajara"
"RESIDENCIAL TESISTAN","AV SAN MATEO",1115,45200,"zapopan"
"PASEOS DEL BRISE#O","PASEOS DE LOS I",1,45236,"zapopan"
"U H EL ZALATE","JOSE FERNANDEZ",1123,44760,"Guadalajara"
"CONJ LOMAS ALTAS","PASEO DEL ARCO",4098,45128,"zapopan"
"OBREROS D L CONSTRUC","ABEDUL",274,44900,"Guadalajara"
"OBLATOS","BATALLA DE IZUC",2508,44700,"Guadalajara"
"ARANDAS","HACIENDA LA ERR",1877,44720,"Guadalajara"
"VALLE REAL","PASEO SAN ARTUR",685,45019,"zapopan"
"VILLAS DE GADALUPE","AV PATRIA",4177,44720,"Guadalajara"
"OBLATOS PONIENTE","HACIENDA LA GAV",3208,44700,"Guadalajara"
"18 DE MARZO","FAJA DE ORO",1783,44960,"Guadalajara"
"BALCONES DE OBLATOS","HACIENDA DEL CA",2275,44720,"Guadalajara"
"RINCONADA DE HUENTITAN","JOSE MARIA CANA",5128,44250,"Guadalajara"
"EL MANANTIAL S REFOR","AVDE LA PATRIA",202,44470,"Guadalajara"
"HUENTITAN EL BAJO","VOLCAN FUJIYAMA",4413,44250,"Guadalajara"
"TABACHINES","PASEO DE LOS CH",3040,45188,"zapopan"
"MIRAVALLE","JOSE JARAMILLO",526,44990,"Guadalajara"
"LOMAS DEL PRADERO","AV PRESIDENTE",2235,44840,"Guadalajara"
"INDEPENDENCIA PTE","ROGELIO BACON",1676,44290,"Guadalajara"
"LOMAS DE POLANCO","JOSE CARRILLO",3528,44960,"Guadalajara"
"FRACC CUSPIDE","CAMINO AL POTRE",1200,45200,"zapopan"
"GENERAL REAL","PENSADOR MEXICA",1070,44400,"Guadalajara"
"FRACC PALERMO","MARINA",204,45200,"zapopan"
"LOMAS DE POLANCO","RAMON ALCORTA",1597,44960,"Guadalajara"
"JARDINES DE STA ISAB","STA MARTHA",3165,44300,"Guadalajara"
"LOMAS DE MIRAMAR","URANIO",31,45060,"zapopan"
"HERMOSA PROVIN ZO TE","TELEFONISTAS",3331,44770,"Guadalajara"
"SAN RAFAEL","CARLOS GONZALEZ",280,44810,"Guadalajara"
"RESIDENCIAL TESISTAN","PARQUE MEXICANO",150,45200,"zapopan"
"JARDINES D NVO MEXIC","SEGUNDA NORTE",5699,45138,"zapopan"
"FRACC CUSPIDE","SAN MATEO 1155",27,45200,"zapopan"
"5 DE MAYO","RAMON MARQUEZ",362,44970,"Guadalajara"
"ECHEVERRIA","JOSE ARTEAGA",2985,44970,"Guadalajara"
"HOGARES GUADALAJARA","CIRCUNVALACION",258,44340,"Guadalajara"
"RANCHO NUEVO","DOMINGO RAMIRE",1150,44240,"Guadalajara"
"HERMOSA PROVIN ZO TE","ARQUIMIDES",630,44770,"Guadalajara"
"LOMAS DL VALLE VI UN","CANCER",3992,45129,"zapopan"
"18 DE MARZO","NATIVIDAD MACIA",1326,44960,"Guadalajara"
"JARDINES DE LOS POET","JOSE FERNANDEZ",3365,44820,"Guadalajara"
"RESIDENCIAL LA CRUZ","ISLA ABACO",3086,44950,"Guadalajara"
"MESA DE LOS OCOTES","PASEO DE LOS PI",3153,45189,"zapopan"
"AYUNTAMIENTO","BERNARDO DE BAL",1170,44620,"Guadalajara"
"MIGUEL HIDALGO","15 DE SEPTIEMBR",3017,45186,"zapopan"
"GARIBAY","DAMASCO",785,44750,"Guadalajara"
"HELIODORO HERNANDEZ","MIGUEL SANCHEZ",3789,44720,"Guadalajara"
"INDEPENDENCIA","ROGELIO BACON",2280,44290,"Guadalajara"
"UNIDAD MEXICO","CDA QUERETARO",278,45120,"zapopan"
"LAS AGUILAS","RIO TOMATLAN",800,45080,"zapopan"
"MARAVILLA","MESA DEL NORTE",1272,44700,"Guadalajara"
"ELECTRICISTAS","RAMOS ARIZPE",451,44810,"Guadalajara"
"U H EL SAUZ INF","JAIME TORRES B",3090,44987,"Guadalajara"
