"colonia","calle","No.Casa","C.P.","Ciudad"
"IXTLAHUACAN DEL RIO","HDA SAN MIGUEL",10,45260,"zapopan"
"U H ATLAS","RIO VOLGA",1386,44870,"Guadalajara"
"MIRAVALLE","MAURICIO CAMPOS",512,44990,"Guadalajara"
"JARDINES DE LA CRUZ","ISLA MADAGASCAR",3111,44950,"Guadalajara"
"LINDAVISTA","ALLENDE",216,45169,"zapopan"
"RESIDENCIAL GUADALUP","MISION SAN PATR",350,45030,"zapopan"
"CIUDAD GRANJA","CALZ DE LOS LA",164,45010,"zapopan"
"COLINAS DEL REY","AV TORREMOLINOS",3500,45130,"zapopan"
"BEATRIZ HERNANDEZ","GAZA",1333,44760,"Guadalajara"
"VILLA DE GUADALUPE II","PABLO HIPOLITO",45,45189,"zapopan"
"FRACC LOS PINOS","AV  COMPOSITORE",3850,45120,"zapopan"
"ZALATE II","OTILIO GONZALEZ",1116,44760,"Guadalajara"
"SAN ANDRES","GOMEZ FARIAS",2319,44810,"Guadalajara"
"LADRON DE GUEVARA","AVENIDA MEXICO",2582,44600,"Guadalajara"
"REAL DE TESISTAN","PASEO DE LA ARB",176,45200,"zapopan"
"LA MOJONERA","DE BARAJAS",425,45134,"zapopan"
"VILLA FONTANA DIAMANTE","AV LAS TORRES",1896,45200,"zapopan"
"POLANQUITO","MIGUEL MACIAS",3653,44969,"Guadalajara"
"LA PERLA","PEDRO LANDAZURI",733,44360,"Guadalajara"
"JARDINES DE LA PAZ","TEJEDORES",569,44860,"Guadalajara"
"HERMOSA PROVIN ZO TE","TELEFONISTAS",3331,44770,"Guadalajara"
"MESA COLORADA PTE","ANAHUAC",52,45189,"zapopan"
"LA HACIENDITA","SAN MARTIN",2341,45230,"zapopan"
"LOMAS DEL GALLO","FERNANDO SOLIS",1338,44760,"Guadalajara"
"FRACC HACIENDA LAS PALOMAS","CALLE DEL AGUA",365,45200,"zapopan"
"PARAISOS DEL COLLY","GALEANA",1068,45069,"zapopan"
"HERMOSA PROVIN ZO TE","ARQUIMIDES",630,44770,"Guadalajara"
"LAS AGUILAS","RIO TOMATLAN",800,45080,"zapopan"
"SAN JUAN BOSCO","FELIX BERNARDEL",428,44730,"Guadalajara"
"VALLE REAL","AV RAMON CORONA",2748,45019,"zapopan"
"FRACC REAL DEL BOSQUE","CALLE CAMPO REA",371,45130,"zapopan"
"PARQUE REVOLUCION","AV MIGUEL HIDAL",469,44100,"Guadalajara"
"LA PALMITA","MANUEL GONZALEZ",518,45180,"zapopan"
"VILLA VICENTE GUERRE","ISLA USTICA",3318,44860,"Guadalajara"
"JARDINES DE LOS POET","JOSE FERNANDEZ",3365,44820,"Guadalajara"
"REAL DE VALDEPE?S","CALLE G 1470 TO",1470,45130,"zapopan"
"SAN VICENTE","PUERTO SOTO LA",2280,44330,"Guadalajara"
"NUEVO MEXICO","COPALITA",2711,45138,"zapopan"
"VALLARTA SAN JORGE","EUCLIDES",3302,44690,"Guadalajara"
"VILLAS SAN IGNACIO","PABLO QUIROGA",215,45180,"zapopan"
"EL MANANTIAL S REFOR","AVDE LA PATRIA",202,44470,"Guadalajara"
"ALTAMIRA","AV AMERICA",580,45160,"zapopan"
"BALCONES DE OBLATOS","ROSA RODRIGUEZ",3876,44720,"Guadalajara"
"UNIDAD BELISARIO DOM","JOSE LUIS MORA",1212,44329,"Guadalajara"
"LA AURORA","JARDINES DE BAB",20,44790,"Guadalajara"
"JARDINES DE LA CRUZ","ISLA ASENCION",3108,44950,"Guadalajara"
"U H LAZARO CARDENAS","OTHON BLANCO CA",4087,44490,"Guadalajara"
"FRACC PALERMO","MARINA",204,45200,"zapopan"
"FRACC CUSPIDE","CAMINO AL POTRE",1200,45200,"zapopan"
"BALCONES DE OBLATOS","HACIENDA DEL CA",2275,44720,"Guadalajara"
"INF LA TUZANIA","CAPULINES",40,45138,"zapopan"
"OBLATOS PONIENTE","HACIENDA LA GAV",3208,44700,"Guadalajara"
"1RO DE MAYO 1A SECCI","CARLOS A CARRIL",527,44970,"Guadalajara"
"HELIODORO HERNANDEZ","CELIA PACHECO",3713,44720,"Guadalajara"
"SANTA ELENA","ASTURIAS",1581,44230,"Guadalajara"
"PASEOS DEL BRISE#O","PASEOS DE LOS I",1,45236,"zapopan"
"FRACC CUSPIDE","VALLE DE TESIST",198,45200,"zapopan"
"LA FLORESTA DEL COLLI","BOULEVARD PUERT",5430,45116,"zapopan"
"JARDINES D NVO MEXIC","SEGUNDA NORTE",5699,45138,"zapopan"
"EL CENTRO","JUAREZ",400,44100,"Guadalajara"
"PRADOS TEPEYAC","PRADO DE LAS GA",4468,45050,"zapopan"
"ARTESANOS","GENERAL EULOGIO",712,44200,"Guadalajara"
"VIRREYES RESIDENCIAL","AV NACIONES UNI",6904,45110,"zapopan"
"ARENALES TAPATIOS","AV GUADALUPE",132,45066,"zapopan"
"EL BATAN","ALCALDE",288,45190,"zapopan"
"SAN VICENTE","MONTES MARCIANO",2173,44330,"Guadalajara"
"PROGRESO","FRANCISCO SARAB",235,44730,"Guadalajara"
"RESID LAS ARBOLEDAS","AURORA BOREAL N",4170,45070,"zapopan"
"GENERAL REAL","MARCONI",17,44400,"Guadalajara"
"18 DE MARZO","FAJA DE ORO",1783,44960,"Guadalajara"
"LA FLORESTA DEL COLLI","BOULEVARD PUERT",26,45116,"zapopan"
"RESIDENCIAL TESISTAN","PARQUE MEXICANO",150,45200,"zapopan"
"BATALLON SN PATRICIO","CALZADA INDEPEN",503,44300,"Guadalajara"
"BOSQUES D L VICTORIA","FAUNA",2765,44540,"Guadalajara"
"MARAVILLA","HACIENDA DE GUA",1124,44700,"Guadalajara"
"MORELOS","CISNE",1332,44910,"Guadalajara"
"VILLA FONTANA DIAMANTE","FUENTE GRAFITO",8884,45200,"zapopan"
"VALENTIN GOMEZ FARIA","JUAN DE DIOS CO",12,44977,"Guadalajara"
"SANTA TERESITA","ALFREDO CHAVERO",16,44600,"Guadalajara"
"JARDINES  DEL BOSQUE","PLACERES",806,44520,"zapopan"
"UNIDAD MEXICO","CDA QUERETARO",278,45120,"zapopan"
"LOMAS DL VALLE VI UN","CANCER",3992,45129,"zapopan"
"FRACC REAL DEL BOSQUE","BERROCAL",449,45130,"zapopan"
"VALLE REAL","PASEO SAN ARTUR",685,45019,"zapopan"
"SANTA ANA TEPETITLAN","HIDALGO",35,45230,"zapopan"
"VIGIA I","DEL CORRAL",604,45140,"zapopan"
"LOMAS DEL REFUGIO","AGUA PRIETA",111,45186,"zapopan"
"BOSQUES D LA CANTERA","PRIV OPALO",17,44306,"Guadalajara"
"PENAL","PEDRO CELESTINO",482,44730,"Guadalajara"
"REAL QUINTAS DEL VALLE","CIRCUITO REAL S",0,45138,"zapopan"
"JARDINES DE STA ISAB","COMBATE DE SACR",228,44300,"Guadalajara"
"LOMAS DEL PRADERO","AV PRESIDENTE",2235,44840,"Guadalajara"
"SAN JUAN DE OCOTAN","MIGUEL MIRAMON",13,45019,"zapopan"
"VISTA HERMOSA","AV VISTA HERMO",3763,45189,"zapopan"
"MESA COLORADA PTE","NABO",543,45189,"zapopan"
"RINCONADA DL AUDITOR","ALBERTO CINTA",39,45180,"zapopan"
"JARDINES DEL NILO","MANUEL RIVERA C",2818,44860,"Guadalajara"
"EL BRISE#O","CONSTELACION",7,45236,"zapopan"
"EL ARENAL","PROLONGACION SA",43,45350,"zapopan"
"12 DE DICIEMBRE","TRUENO",260,45068,"zapopan"
"MIRAMAR","BAHIA MAGDALENA",5,45060,"zapopan"
"ARANDAS","HACIENDA DEL CO",3363,44720,"Guadalajara"
"CONJ LOMAS ALTAS","PASEO DEL ARCO",4098,45128,"zapopan"
"RINCONADA DE HUENTITAN","JOSE MARIA CANA",5128,44250,"Guadalajara"
"COUNTRY CLUB","AV JORGE ALVARE",1535,44610,"Guadalajara"
"MARAVILLA","SANTA JULIA",1334,44700,"Guadalajara"
"VILLAS DE GADALUPE","AV PATRIA",4177,44720,"Guadalajara"
"REAL DE VALDEPE?S","RINCONADA DEL C",1327,45130,"zapopan"
"RESIDENCIAL AZALEAS","SERVIDOR PUBLIC",1425,45230,"zapopan"
"BENITO JUAREZ","JUAN MANUEL RUV",1992,45199,"Guadalajara"
"REAL DE VALDEPE?S","ALAMBIQUE",51,45130,"zapopan"
"LOMAS DE RIO VERDE","DEMOSTENES",3550,44720,"Guadalajara"
"BUGAMBILIAS","PASEO DE LA VIC",4952,45238,"zapopan"
"VILLAS SAN IGNACIO","PRIV LUIS G MON",337,45180,"zapopan"
"LOS ALMENDROS","ANTONIO GARCIA",3912,44240,"Guadalajara"
"REAL DE TESISTAN","PRIVADA EMILIAN",28,45200,"zapopan"
"TETLAN","GIGANTES",108,44820,"Guadalajara"
"HOGARES D NVO MEXICO","AV AVIACION",36,45138,"zapopan"
"PRADOS  GUADALUPE","G ROSSINI",428,45030,"zapopan"
"LA FLORIDA","FLORAL",15,45234,"zapopan"
"MESA COLORADA PTE","DELLI",1825,45189,"zapopan"
"PANORAMICA HUENTITAN","CALZADA",4500,44259,"Guadalajara"
"JARDINES D NVO MEXIC","SEXTA PTE",535,45138,"zapopan"
"SAN MARCOS","CANTERA",819,44330,"Guadalajara"
"OBLATOS","AV JUAN PABLO L",3165,44700,"Guadalajara"
"GENERAL REAL","PENSADOR MEXICA",1070,44400,"Guadalajara"
"LOMAS DE MIRAMAR","PUERTO TAMPICO",80,45060,"zapopan"
"JARDINES DEL VERGEL","JARDIN DE NARDO",1527,45180,"zapopan"
"AYUNTAMIENTO","BERNARDO DE BAL",1170,44620,"Guadalajara"
"PRADOS TEPEYAC","PRADO DE LAS RO",308,45050,"zapopan"
"LOMAS DEL PARADERO","LUIS QUINTANAR",746,44840,"Guadalajara"
"MARAVILLA","MESA DEL NORTE",1272,44700,"Guadalajara"
"SANTA MARIA","SAN MATEO",1407,44350,"Guadalajara"
"LA ESTRADA","HIDALAGO",6,45200,"zapopan"
